locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sodalis_ligni_dw23_GCF_016865525_2_00072	CDS	1191	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
Sodalis_ligni_dw23_GCF_016865525_2_00073	CDS	576	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
Sodalis_ligni_dw23_GCF_016865525_2_00074	CDS	2691	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
Sodalis_ligni_dw23_GCF_016865525_2_00075	CDS	2037	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
Sodalis_ligni_dw23_GCF_016865525_2_00076	CDS	984				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00077	CDS	2397				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00078	CDS	729				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00079	CDS	534				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00080	CDS	567				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00081	CDS	297	grsB			Gramicidin S synthase 2
Sodalis_ligni_dw23_GCF_016865525_2_00082	CDS	96				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00083	CDS	264				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00084	CDS	1245		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
Sodalis_ligni_dw23_GCF_016865525_2_00085	CDS	753				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00086	CDS	909				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00087	CDS	429	mopA		COG2005	Molybdenum-pterin-binding protein MopA
Sodalis_ligni_dw23_GCF_016865525_2_00088	CDS	828	nifH1_1	1.18.6.1		Nitrogenase iron protein 1
Sodalis_ligni_dw23_GCF_016865525_2_00089	CDS	1566	anfD	1.18.6.1	COG2710	Nitrogenase iron-iron protein alpha chain
Sodalis_ligni_dw23_GCF_016865525_2_00090	CDS	351	anfG	1.18.6.1		Nitrogenase iron-iron protein delta chain
Sodalis_ligni_dw23_GCF_016865525_2_00091	CDS	1389	anfK	1.18.6.1	COG2710	Nitrogenase iron-iron protein beta chain
Sodalis_ligni_dw23_GCF_016865525_2_00092	CDS	417				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00093	CDS	507				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00094	CDS	618				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00095	CDS	1620	vnfA_1		COG3604	Nitrogen fixation protein VnfA
Sodalis_ligni_dw23_GCF_016865525_2_00096	CDS	1173	nifA_1		COG3604	Nif-specific regulatory protein
Sodalis_ligni_dw23_GCF_016865525_2_00097	CDS	765				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00098	CDS	1608	dppA_1		COG0747	Periplasmic dipeptide transport protein
Sodalis_ligni_dw23_GCF_016865525_2_00099	CDS	1020	dppB_1		COG0601	Dipeptide transport system permease protein DppB
Sodalis_ligni_dw23_GCF_016865525_2_00100	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
Sodalis_ligni_dw23_GCF_016865525_2_00101	CDS	981	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
Sodalis_ligni_dw23_GCF_016865525_2_00102	CDS	1011	ddpF_1		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
Sodalis_ligni_dw23_GCF_016865525_2_00103	CDS	531				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00104	CDS	696				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00105	CDS	1002	celY	3.2.1.4	COG3405	Minor endoglucanase Y
Sodalis_ligni_dw23_GCF_016865525_2_00106	CDS	480				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00107	CDS	3939	acsC			Cellulose synthase operon protein C
Sodalis_ligni_dw23_GCF_016865525_2_00108	CDS	2538	bcsB_1			Cyclic di-GMP-binding protein
Sodalis_ligni_dw23_GCF_016865525_2_00109	CDS	2100	acsAB		COG1215	Cellulose synthase 1
Sodalis_ligni_dw23_GCF_016865525_2_00110	CDS	804	bcsQ_1			Cellulose biosynthesis protein BcsQ
Sodalis_ligni_dw23_GCF_016865525_2_00111	CDS	753				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00112	CDS	2007	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
Sodalis_ligni_dw23_GCF_016865525_2_00113	CDS	1494	yhjJ		COG0612	Protein YhjJ
Sodalis_ligni_dw23_GCF_016865525_2_00114	CDS	1326	codB_1		COG1457	Cytosine permease
Sodalis_ligni_dw23_GCF_016865525_2_00115	CDS	933	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
Sodalis_ligni_dw23_GCF_016865525_2_00116	CDS	792				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00117	CDS	1407				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00118	CDS	780	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
Sodalis_ligni_dw23_GCF_016865525_2_00119	CDS	1317	yhjE			Inner membrane metabolite transport protein YhjE
Sodalis_ligni_dw23_GCF_016865525_2_00120	CDS	999	yhjD		COG1295	Inner membrane protein YhjD
Sodalis_ligni_dw23_GCF_016865525_2_00121	CDS	1254	arcD		COG0531	Arginine/ornithine antiporter
Sodalis_ligni_dw23_GCF_016865525_2_00122	CDS	1236	arcA_1	3.5.3.6	COG2235	Arginine deiminase
Sodalis_ligni_dw23_GCF_016865525_2_00123	CDS	1836		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
Sodalis_ligni_dw23_GCF_016865525_2_00124	CDS	1122				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00125	CDS	1356				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00126	CDS	417				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00127	CDS	1017				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00128	CDS	930				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00129	CDS	918				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00130	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
Sodalis_ligni_dw23_GCF_016865525_2_00131	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
Sodalis_ligni_dw23_GCF_016865525_2_00132	CDS	426				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00133	CDS	303				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00134	CDS	444				Putative universal stress protein
Sodalis_ligni_dw23_GCF_016865525_2_00135	CDS	1641	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
Sodalis_ligni_dw23_GCF_016865525_2_00136	CDS	1146	sfnG_1	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
Sodalis_ligni_dw23_GCF_016865525_2_00137	CDS	909				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00138	CDS	1602	appA_1			Oligopeptide-binding protein AppA
Sodalis_ligni_dw23_GCF_016865525_2_00139	CDS	1602				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00140	CDS	1275	sfnC	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
Sodalis_ligni_dw23_GCF_016865525_2_00141	CDS	1359	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
Sodalis_ligni_dw23_GCF_016865525_2_00142	CDS	1338	ntaA_2	1.14.14.10		Nitrilotriacetate monooxygenase component A
Sodalis_ligni_dw23_GCF_016865525_2_00143	CDS	1236	soxC_1			Dibenzothiophene desulfurization enzyme C
Sodalis_ligni_dw23_GCF_016865525_2_00144	CDS	831	gno	1.1.1.-		Gluconate 5-dehydrogenase
Sodalis_ligni_dw23_GCF_016865525_2_00145	CDS	1599	yejF_1		COG4172	putative ABC transporter ATP-binding protein YejF
Sodalis_ligni_dw23_GCF_016865525_2_00146	CDS	894	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
Sodalis_ligni_dw23_GCF_016865525_2_00147	CDS	987	dppB_2		COG0601	Dipeptide transport system permease protein DppB
Sodalis_ligni_dw23_GCF_016865525_2_00148	CDS	555	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
Sodalis_ligni_dw23_GCF_016865525_2_00149	CDS	531				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00150	CDS	252				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00151	CDS	903	yddG		COG0697	Aromatic amino acid exporter YddG
Sodalis_ligni_dw23_GCF_016865525_2_00152	CDS	480				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00153	CDS	423				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00154	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
Sodalis_ligni_dw23_GCF_016865525_2_00155	CDS	762	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
Sodalis_ligni_dw23_GCF_016865525_2_00156	CDS	444	uspA		COG0589	Universal stress protein A
Sodalis_ligni_dw23_GCF_016865525_2_00157	CDS	336	uspB			Universal stress protein B
Sodalis_ligni_dw23_GCF_016865525_2_00158	CDS	1533	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
Sodalis_ligni_dw23_GCF_016865525_2_00159	CDS	1227			COG2081	putative protein
Sodalis_ligni_dw23_GCF_016865525_2_00160	CDS	933	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
Sodalis_ligni_dw23_GCF_016865525_2_00161	CDS	699				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00162	CDS	243				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00163	CDS	159				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00164	CDS	861	rhaR_1			HTH-type transcriptional activator RhaR
Sodalis_ligni_dw23_GCF_016865525_2_00165	CDS	1380	stp_1			Multidrug resistance protein Stp
Sodalis_ligni_dw23_GCF_016865525_2_00166	CDS	384				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00167	CDS	1542	mdtD_1			Putative multidrug resistance protein MdtD
Sodalis_ligni_dw23_GCF_016865525_2_00168	CDS	420				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00169	CDS	732	fabG2_1	1.-.-.-		putative oxidoreductase
Sodalis_ligni_dw23_GCF_016865525_2_00170	CDS	918	rihA_1	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
Sodalis_ligni_dw23_GCF_016865525_2_00171	CDS	1509	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
Sodalis_ligni_dw23_GCF_016865525_2_00172	CDS	636	dhaL_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
Sodalis_ligni_dw23_GCF_016865525_2_00173	CDS	1071	dhaK_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
Sodalis_ligni_dw23_GCF_016865525_2_00174	CDS	123				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00175	CDS	1725				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00176	CDS	1020	zntB_1		COG0598	Zinc transport protein ZntB
Sodalis_ligni_dw23_GCF_016865525_2_00177	CDS	1164				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00178	CDS	1194				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00179	CDS	153				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00180	CDS	1179				putative transporter
Sodalis_ligni_dw23_GCF_016865525_2_00181	CDS	930	pgrR_2			HTH-type transcriptional regulator PgrR
Sodalis_ligni_dw23_GCF_016865525_2_00182	CDS	1281				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00183	CDS	2013		1.18.1.2		Ferredoxin--NADP reductase
Sodalis_ligni_dw23_GCF_016865525_2_00184	CDS	975	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
Sodalis_ligni_dw23_GCF_016865525_2_00185	CDS	1221	yhhS_1			putative MFS-type transporter YhhS
Sodalis_ligni_dw23_GCF_016865525_2_00186	CDS	558				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00187	CDS	435				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00188	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
Sodalis_ligni_dw23_GCF_016865525_2_00189	CDS	243	tusA		COG0425	Sulfur carrier protein TusA
Sodalis_ligni_dw23_GCF_016865525_2_00190	CDS	627				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00191	CDS	327				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00192	CDS	267				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00193	CDS	606	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
Sodalis_ligni_dw23_GCF_016865525_2_00194	CDS	1488	ftsY		COG0552	Signal recognition particle receptor FtsY
Sodalis_ligni_dw23_GCF_016865525_2_00195	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
Sodalis_ligni_dw23_GCF_016865525_2_00196	CDS	981	ftsX		COG2177	Cell division protein FtsX
Sodalis_ligni_dw23_GCF_016865525_2_00197	CDS	858	rpoH		COG0568	RNA polymerase sigma factor RpoH
Sodalis_ligni_dw23_GCF_016865525_2_00198	CDS	2052	tktB	2.2.1.1	COG0021	Transketolase 2
Sodalis_ligni_dw23_GCF_016865525_2_00199	CDS	429				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00200	CDS	693				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00201	CDS	1224		1.14.13.239		Carnitine monooxygenase oxygenase subunit
Sodalis_ligni_dw23_GCF_016865525_2_00202	CDS	498	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
Sodalis_ligni_dw23_GCF_016865525_2_00203	CDS	510				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00204	CDS	639				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00205	CDS	831			COG0596	putative protein
Sodalis_ligni_dw23_GCF_016865525_2_00206	CDS	969				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00207	CDS	756				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00208	CDS	867	nrtD_1	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
Sodalis_ligni_dw23_GCF_016865525_2_00209	CDS	1038				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00210	CDS	810	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
Sodalis_ligni_dw23_GCF_016865525_2_00211	CDS	879	yisK		COG0179	putative protein YisK
Sodalis_ligni_dw23_GCF_016865525_2_00212	CDS	738	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
Sodalis_ligni_dw23_GCF_016865525_2_00213	CDS	957	pobB_1	1.-.-.-		Phenoxybenzoate dioxygenase subunit beta
Sodalis_ligni_dw23_GCF_016865525_2_00214	CDS	1110	pyrC_1			Dihydroorotase
Sodalis_ligni_dw23_GCF_016865525_2_00215	CDS	402	panM			PanD regulatory factor
Sodalis_ligni_dw23_GCF_016865525_2_00216	CDS	1110	livJ_1		COG0683	Leu/Ile/Val/Thr-binding protein
Sodalis_ligni_dw23_GCF_016865525_2_00217	CDS	927	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
Sodalis_ligni_dw23_GCF_016865525_2_00218	CDS	1272				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00219	CDS	780	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
Sodalis_ligni_dw23_GCF_016865525_2_00220	CDS	720	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
Sodalis_ligni_dw23_GCF_016865525_2_00221	CDS	861	benM_1			HTH-type transcriptional regulator BenM
Sodalis_ligni_dw23_GCF_016865525_2_00222	CDS	720	gph_1	3.1.3.18		Phosphoglycolate phosphatase
Sodalis_ligni_dw23_GCF_016865525_2_00223	CDS	315				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00224	CDS	279				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00225	CDS	1320	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
Sodalis_ligni_dw23_GCF_016865525_2_00226	CDS	891	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
Sodalis_ligni_dw23_GCF_016865525_2_00227	CDS	846	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
Sodalis_ligni_dw23_GCF_016865525_2_00228	CDS	1077	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
Sodalis_ligni_dw23_GCF_016865525_2_00229	CDS	768	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
Sodalis_ligni_dw23_GCF_016865525_2_00230	CDS	294				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00231	CDS	1746	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
Sodalis_ligni_dw23_GCF_016865525_2_00232	CDS	900	bioP		COG0697	Biotin transporter
Sodalis_ligni_dw23_GCF_016865525_2_00233	CDS	936	metR			HTH-type transcriptional regulator MetR
Sodalis_ligni_dw23_GCF_016865525_2_00234	CDS	2277	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
Sodalis_ligni_dw23_GCF_016865525_2_00235	CDS	840				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00236	CDS	531				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00237	CDS	765	udp	2.4.2.3	COG2820	Uridine phosphorylase
Sodalis_ligni_dw23_GCF_016865525_2_00238	CDS	1587				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00239	CDS	759	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
Sodalis_ligni_dw23_GCF_016865525_2_00240	CDS	606	ubiJ_1		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
Sodalis_ligni_dw23_GCF_016865525_2_00241	CDS	1683	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
Sodalis_ligni_dw23_GCF_016865525_2_00242	CDS	267	tatA_1		COG1826	Sec-independent protein translocase protein TatA
Sodalis_ligni_dw23_GCF_016865525_2_00243	CDS	234	tatB		COG1826	Sec-independent protein translocase protein TatB
Sodalis_ligni_dw23_GCF_016865525_2_00244	CDS	486				hypothetical protein
Sodalis_ligni_dw23_GCF_016865525_2_00245	CDS	774	tatC		COG0805	Sec-independent protein translocase protein TatC
Sodalis_ligni_dw23_GCF_016865525_2_00246	CDS	1023	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
Sodalis_ligni_dw23_GCF_016865525_2_00247	CDS	492	rfaH		COG0250	Transcription antitermination protein RfaH
Sodalis_ligni_dw23_GCF_016865525_2_00248	CDS	1488	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
Sodalis_ligni_dw23_GCF_016865525_2_00249	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
Sodalis_ligni_dw23_GCF_016865525_2_00250	CDS	576	pepQ_1	3.4.13.9	COG0006	Xaa-Pro dipeptidase
Sodalis_ligni_dw23_GCF_016865525_2_00251	CDS	759	pepQ_2	3.4.13.9	COG0006	Xaa-Pro dipeptidase
