locus_tag	ftype	length_bp	gene	EC_number	COG	product
GIPEGOCE_00132	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
GIPEGOCE_00133	CDS	864				hypothetical protein
GIPEGOCE_00134	CDS	1095	basS	2.7.13.3		Sensor protein BasS
GIPEGOCE_00135	CDS	669	basR			Transcriptional regulatory protein BasR
GIPEGOCE_00136	CDS	1170				hypothetical protein
GIPEGOCE_00137	CDS	666	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GIPEGOCE_00138	CDS	1011	gltR		COG0583	HTH-type transcriptional regulator GltR
GIPEGOCE_00139	CDS	1125	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
GIPEGOCE_00140	CDS	606	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
GIPEGOCE_00141	CDS	1974	cirA		COG4771	Colicin I receptor
GIPEGOCE_00142	CDS	315	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
GIPEGOCE_00143	CDS	489	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GIPEGOCE_00144	CDS	267				hypothetical protein
GIPEGOCE_00145	CDS	1236	pepT_1	3.4.11.4	COG2195	Peptidase T
GIPEGOCE_00146	CDS	354				hypothetical protein
GIPEGOCE_00147	CDS	696	hisM		COG4160	Histidine transport system permease protein HisM
GIPEGOCE_00148	CDS	504	hisQ		COG4215	Histidine transport system permease protein HisQ
GIPEGOCE_00149	CDS	783	argT_1		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
GIPEGOCE_00150	CDS	552	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
GIPEGOCE_00151	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
GIPEGOCE_00152	CDS	489	cvpA		COG1286	Colicin V production protein
GIPEGOCE_00153	CDS	336	dedD			Cell division protein DedD
GIPEGOCE_00154	CDS	489	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
GIPEGOCE_00155	CDS	2421				hypothetical protein
GIPEGOCE_00156	CDS	300	hexR_1		COG1737	HTH-type transcriptional regulator HexR
GIPEGOCE_00157	CDS	564	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GIPEGOCE_00158	CDS	825	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GIPEGOCE_00159	CDS	279				hypothetical protein
GIPEGOCE_00160	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GIPEGOCE_00161	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
GIPEGOCE_00162	CDS	390				hypothetical protein
GIPEGOCE_00163	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
GIPEGOCE_00164	CDS	1161	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
GIPEGOCE_00165	CDS	387				hypothetical protein
GIPEGOCE_00166	CDS	441				hypothetical protein
GIPEGOCE_00167	CDS	486				hypothetical protein
GIPEGOCE_00168	CDS	903	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GIPEGOCE_00169	CDS	840	dhaK-2	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK
GIPEGOCE_00170	CDS	615	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
GIPEGOCE_00171	CDS	336	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
GIPEGOCE_00172	CDS	222				hypothetical protein
GIPEGOCE_00173	CDS	324	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
GIPEGOCE_00174	CDS	618	dmsB		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GIPEGOCE_00175	CDS	2259	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
GIPEGOCE_00176	CDS	372	yycN	2.3.1.-	COG0454	putative N-acetyltransferase YycN
GIPEGOCE_00177	CDS	867	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase
GIPEGOCE_00178	CDS	453	phoA_2	3.1.3.1	COG1785	Alkaline phosphatase
GIPEGOCE_00179	CDS	264				hypothetical protein
GIPEGOCE_00180	CDS	807				hypothetical protein
GIPEGOCE_00181	CDS	1263	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
GIPEGOCE_00182	CDS	690	ybhN_1		COG0392	Inner membrane protein YbhN
GIPEGOCE_00183	CDS	324	ybhN_2		COG0392	Inner membrane protein YbhN
GIPEGOCE_00184	CDS	882	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
GIPEGOCE_00185	CDS	1038	bioB	2.8.1.6	COG0502	Biotin synthase
GIPEGOCE_00186	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
GIPEGOCE_00187	CDS	681	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
GIPEGOCE_00188	CDS	255				hypothetical protein
GIPEGOCE_00189	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
GIPEGOCE_00190	CDS	378	modF_1		COG1119	ABC transporter ATP-binding protein ModF
GIPEGOCE_00191	CDS	630	modE		COG2005	DNA-binding transcriptional dual regulator ModE
GIPEGOCE_00192	CDS	177	acrZ			Multidrug efflux pump accessory protein AcrZ
GIPEGOCE_00193	CDS	1110	ddlA_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
GIPEGOCE_00194	CDS	174				hypothetical protein
GIPEGOCE_00195	CDS	465	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
GIPEGOCE_00196	CDS	318				hypothetical protein
GIPEGOCE_00197	CDS	294				hypothetical protein
GIPEGOCE_00198	CDS	477				hypothetical protein
GIPEGOCE_00199	CDS	420				hypothetical protein
GIPEGOCE_00200	CDS	303				hypothetical protein
GIPEGOCE_00201	CDS	339				hypothetical protein
GIPEGOCE_00202	CDS	828	fdhD		COG1526	Sulfur carrier protein FdhD
GIPEGOCE_00203	CDS	618	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
GIPEGOCE_00204	CDS	588	mtlR		COG3722	Mannitol operon repressor
GIPEGOCE_00205	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
GIPEGOCE_00206	CDS	1230	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
GIPEGOCE_00207	CDS	711	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
GIPEGOCE_00208	CDS	726				hypothetical protein
GIPEGOCE_00209	CDS	372	glyS_1	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
GIPEGOCE_00210	CDS	1050				hypothetical protein
GIPEGOCE_00211	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
GIPEGOCE_00212	CDS	624	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
GIPEGOCE_00213	CDS	1305	tig	5.2.1.8	COG0544	Trigger factor
GIPEGOCE_00214	CDS	318	bolA		COG0271	DNA-binding transcriptional regulator BolA
GIPEGOCE_00215	CDS	579				hypothetical protein
GIPEGOCE_00216	CDS	213				hypothetical protein
GIPEGOCE_00217	CDS	903				hypothetical protein
GIPEGOCE_00218	CDS	588	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
GIPEGOCE_00219	CDS	924	fucP_1		COG0738	L-fucose-proton symporter
GIPEGOCE_00220	CDS	330	fucP_2		COG0738	L-fucose-proton symporter
GIPEGOCE_00221	CDS	228				hypothetical protein
GIPEGOCE_00222	CDS	774	deoR		COG1349	Deoxyribose operon repressor
GIPEGOCE_00223	CDS	177	typA		COG1217	GTP-binding protein TypA/BipA
GIPEGOCE_00224	CDS	189				hypothetical protein
GIPEGOCE_00225	CDS	270				hypothetical protein
GIPEGOCE_00226	CDS	282				hypothetical protein
GIPEGOCE_00227	CDS	1419	glnA	6.3.1.2	COG0174	Glutamine synthetase
GIPEGOCE_00228	CDS	867	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
GIPEGOCE_00229	CDS	636	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
GIPEGOCE_00230	CDS	219				hypothetical protein
GIPEGOCE_00231	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
GIPEGOCE_00232	CDS	717				hypothetical protein
GIPEGOCE_00233	CDS	258	apbC		COG0489	Iron-sulfur cluster carrier protein
GIPEGOCE_00234	CDS	2040	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
GIPEGOCE_00235	CDS	822	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
GIPEGOCE_00236	CDS	357				hypothetical protein
GIPEGOCE_00237	CDS	291				hypothetical protein
GIPEGOCE_00238	CDS	138				hypothetical protein
GIPEGOCE_00239	CDS	339				hypothetical protein
GIPEGOCE_00240	CDS	186	yfhL		COG1145	Ferredoxin YfhL
GIPEGOCE_00241	CDS	327	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
GIPEGOCE_00242	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
GIPEGOCE_00243	CDS	780	recO		COG1381	DNA repair protein RecO
GIPEGOCE_00244	CDS	906	era		COG1159	GTPase Era
GIPEGOCE_00245	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
GIPEGOCE_00246	CDS	1056	lepB	3.4.21.89	COG0681	Signal peptidase I
GIPEGOCE_00247	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
GIPEGOCE_00248	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
GIPEGOCE_00249	CDS	696	rseA		COG3073	Anti-sigma-E factor RseA
GIPEGOCE_00250	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
GIPEGOCE_00251	CDS	111				hypothetical protein
GIPEGOCE_00252	CDS	720	nadB_1	1.4.3.16	COG0029	L-aspartate oxidase
GIPEGOCE_00253	CDS	624	nadB_2	1.4.3.16	COG0029	L-aspartate oxidase
GIPEGOCE_00254	CDS	291	yehW		COG1174	Glycine betaine uptake system permease protein YehW
GIPEGOCE_00255	CDS	111				hypothetical protein
GIPEGOCE_00256	CDS	324				hypothetical protein
GIPEGOCE_00257	CDS	222				hypothetical protein
GIPEGOCE_00258	CDS	282				hypothetical protein
GIPEGOCE_00259	CDS	1335	gcvP_1	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
GIPEGOCE_00260	CDS	1557	gcvP_2	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
GIPEGOCE_00261	CDS	255				hypothetical protein
GIPEGOCE_00262	CDS	738	parE_1	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
GIPEGOCE_00263	CDS	1224	parE_2	5.6.2.2		DNA topoisomerase 4 subunit B
GIPEGOCE_00264	CDS	582				hypothetical protein
GIPEGOCE_00265	CDS	276	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GIPEGOCE_00266	CDS	708	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
GIPEGOCE_00267	CDS	477				hypothetical protein
GIPEGOCE_00268	CDS	294				hypothetical protein
GIPEGOCE_00269	CDS	1674	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
GIPEGOCE_00270	CDS	507	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
GIPEGOCE_00271	CDS	474	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
GIPEGOCE_00272	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
GIPEGOCE_00273	CDS	462	lon_1	3.4.21.53	COG0466	Lon protease
GIPEGOCE_00274	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
GIPEGOCE_00275	CDS	207	ppiD_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
GIPEGOCE_00276	CDS	1638	ppiD_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
GIPEGOCE_00277	CDS	210				hypothetical protein
GIPEGOCE_00278	CDS	759	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
GIPEGOCE_00279	CDS	297				hypothetical protein
GIPEGOCE_00280	CDS	570	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
GIPEGOCE_00281	CDS	177				hypothetical protein
GIPEGOCE_00282	CDS	552	rcdA		COG3226	HTH-type transcriptional regulator RcdA
GIPEGOCE_00283	CDS	366				hypothetical protein
GIPEGOCE_00284	CDS	699				hypothetical protein
GIPEGOCE_00285	CDS	1269	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
GIPEGOCE_00286	CDS	327	trxA		COG0526	Thioredoxin 1
GIPEGOCE_00287	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
GIPEGOCE_00288	CDS	408	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
GIPEGOCE_00289	CDS	783	wecA_2	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
GIPEGOCE_00290	CDS	732	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
GIPEGOCE_00291	CDS	105				hypothetical protein
GIPEGOCE_00292	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
GIPEGOCE_00293	CDS	195	plsY_1	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
GIPEGOCE_00294	CDS	498	plsY_2	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
GIPEGOCE_00295	CDS	111	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
GIPEGOCE_00296	CDS	1323	mdtB			Multidrug resistance protein MdtB
GIPEGOCE_00297	CDS	801	mdtD_1			Putative multidrug resistance protein MdtD
GIPEGOCE_00298	CDS	687	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
GIPEGOCE_00299	CDS	696	mlc_1		COG1940	Protein mlc
GIPEGOCE_00300	CDS	582	mlc_2		COG1940	Protein mlc
GIPEGOCE_00301	CDS	810	benM			HTH-type transcriptional regulator BenM
GIPEGOCE_00302	CDS	1245	ynfM			Inner membrane transport protein YnfM
GIPEGOCE_00303	CDS	141				hypothetical protein
GIPEGOCE_00304	CDS	591	tus			DNA replication terminus site-binding protein
GIPEGOCE_00305	CDS	1398	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
GIPEGOCE_00306	CDS	384	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
GIPEGOCE_00307	CDS	1527	ydgA		COG5339	Protein YdgA
GIPEGOCE_00308	CDS	489	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
GIPEGOCE_00309	CDS	306	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
GIPEGOCE_00310	CDS	918	dgoT_1			D-galactonate transporter
GIPEGOCE_00311	CDS	1866				hypothetical protein
GIPEGOCE_00312	CDS	285				hypothetical protein
GIPEGOCE_00313	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
GIPEGOCE_00314	CDS	456	ibpB		COG0071	Small heat shock protein IbpB
GIPEGOCE_00315	CDS	450	avtA_1	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
GIPEGOCE_00316	CDS	582	avtA_2	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
GIPEGOCE_00317	CDS	750				hypothetical protein
GIPEGOCE_00318	CDS	513	cysP		COG4150	Thiosulfate-binding protein
GIPEGOCE_00319	CDS	666				hypothetical protein
GIPEGOCE_00320	CDS	141				hypothetical protein
GIPEGOCE_00321	CDS	870	cysW		COG4208	Sulfate transport system permease protein CysW
GIPEGOCE_00322	CDS	381	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GIPEGOCE_00323	CDS	426				hypothetical protein
GIPEGOCE_00324	CDS	570				hypothetical protein
GIPEGOCE_00325	CDS	369	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
GIPEGOCE_00326	CDS	252				hypothetical protein
GIPEGOCE_00327	CDS	177				hypothetical protein
GIPEGOCE_00328	CDS	633	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
GIPEGOCE_00329	CDS	177				hypothetical protein
GIPEGOCE_00330	CDS	1020	purR		COG1609	HTH-type transcriptional repressor PurR
GIPEGOCE_00331	CDS	1152	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
GIPEGOCE_00332	CDS	633	ribC	2.5.1.9	COG0307	Riboflavin synthase
GIPEGOCE_00333	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
GIPEGOCE_00334	tRNA	77				tRNA-Val(gac)
GIPEGOCE_00335	tRNA	77				tRNA-Val(gac)
GIPEGOCE_00336	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
GIPEGOCE_00337	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
GIPEGOCE_00338	CDS	870	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
GIPEGOCE_00339	CDS	246				hypothetical protein
GIPEGOCE_00340	CDS	243				hypothetical protein
