locus_tag	ftype	length_bp	gene	EC_number	COG	product
Gullanella_endobia_GEFVIR_GCF_900048035_1_00165	CDS	1365	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
Gullanella_endobia_GEFVIR_GCF_900048035_1_00166	CDS	1008	trpGD_1		COG0512	Bifunctional protein TrpGD
Gullanella_endobia_GEFVIR_GCF_900048035_1_00167	CDS	579	trpGD_2		COG0512	Bifunctional protein TrpGD
Gullanella_endobia_GEFVIR_GCF_900048035_1_00168	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
Gullanella_endobia_GEFVIR_GCF_900048035_1_00169	CDS	870	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
Gullanella_endobia_GEFVIR_GCF_900048035_1_00170	CDS	1062	sohB	3.4.21.-	COG0616	putative protease SohB
Gullanella_endobia_GEFVIR_GCF_900048035_1_00171	CDS	2613	topA	5.6.2.1	COG0550	DNA topoisomerase 1
Gullanella_endobia_GEFVIR_GCF_900048035_1_00172	CDS	96				hypothetical protein
Gullanella_endobia_GEFVIR_GCF_900048035_1_00173	CDS	801	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
Gullanella_endobia_GEFVIR_GCF_900048035_1_00174	CDS	3522	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00175	CDS	2070	ptrB	3.4.21.83	COG1770	Protease 2
Gullanella_endobia_GEFVIR_GCF_900048035_1_00176	CDS	1473	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00177	CDS	963	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00178	CDS	1335	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
Gullanella_endobia_GEFVIR_GCF_900048035_1_00179	CDS	978	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
Gullanella_endobia_GEFVIR_GCF_900048035_1_00180	CDS	762	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
Gullanella_endobia_GEFVIR_GCF_900048035_1_00181	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
Gullanella_endobia_GEFVIR_GCF_900048035_1_00182	CDS	1017	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
Gullanella_endobia_GEFVIR_GCF_900048035_1_00183	CDS	645	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
Gullanella_endobia_GEFVIR_GCF_900048035_1_00184	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
Gullanella_endobia_GEFVIR_GCF_900048035_1_00185	CDS	747	yebC		COG0217	putative transcriptional regulatory protein YebC
Gullanella_endobia_GEFVIR_GCF_900048035_1_00186	CDS	1785	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00187	CDS	738	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00188	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00189	CDS	117				hypothetical protein
Gullanella_endobia_GEFVIR_GCF_900048035_1_00190	CDS	1731	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00191	CDS	1497	murJ		COG0728	putative lipid II flippase MurJ
Gullanella_endobia_GEFVIR_GCF_900048035_1_00192	tRNA	89				tRNA-Ser(gga)
Gullanella_endobia_GEFVIR_GCF_900048035_1_00193	CDS	969	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
Gullanella_endobia_GEFVIR_GCF_900048035_1_00194	CDS	102				hypothetical protein
Gullanella_endobia_GEFVIR_GCF_900048035_1_00195	CDS	174				hypothetical protein
Gullanella_endobia_GEFVIR_GCF_900048035_1_00196	CDS	111				hypothetical protein
Gullanella_endobia_GEFVIR_GCF_900048035_1_00197	CDS	105				hypothetical protein
Gullanella_endobia_GEFVIR_GCF_900048035_1_00198	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
Gullanella_endobia_GEFVIR_GCF_900048035_1_00199	CDS	1674	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00200	CDS	177				hypothetical protein
Gullanella_endobia_GEFVIR_GCF_900048035_1_00201	CDS	288	rplY		COG1825	50S ribosomal protein L25
Gullanella_endobia_GEFVIR_GCF_900048035_1_00202	tRNA	76				tRNA-Pro(ggg)
Gullanella_endobia_GEFVIR_GCF_900048035_1_00203	CDS	1119	ompC		COG3203	Outer membrane porin C
Gullanella_endobia_GEFVIR_GCF_900048035_1_00204	CDS	2592	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
Gullanella_endobia_GEFVIR_GCF_900048035_1_00205	CDS	129				hypothetical protein
Gullanella_endobia_GEFVIR_GCF_900048035_1_00206	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00207	CDS	2106	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00208	CDS	1257	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00209	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
Gullanella_endobia_GEFVIR_GCF_900048035_1_00210	CDS	786	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
Gullanella_endobia_GEFVIR_GCF_900048035_1_00211	CDS	1134	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00212	CDS	1200	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
Gullanella_endobia_GEFVIR_GCF_900048035_1_00213	CDS	939	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00214	CDS	477	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
Gullanella_endobia_GEFVIR_GCF_900048035_1_00215	tRNA	73				tRNA-Arg(cct)
Gullanella_endobia_GEFVIR_GCF_900048035_1_00216	tRNA	75				tRNA-Ala(ggc)
Gullanella_endobia_GEFVIR_GCF_900048035_1_00217	CDS	1428	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00218	tRNA	75				tRNA-Val(tac)
Gullanella_endobia_GEFVIR_GCF_900048035_1_00219	tRNA	75				tRNA-Lys(ttt)
Gullanella_endobia_GEFVIR_GCF_900048035_1_00220	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
Gullanella_endobia_GEFVIR_GCF_900048035_1_00221	CDS	2577	clpB		COG0542	Chaperone protein ClpB
Gullanella_endobia_GEFVIR_GCF_900048035_1_00222	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
Gullanella_endobia_GEFVIR_GCF_900048035_1_00223	CDS	744	bamD		COG4105	Outer membrane protein assembly factor BamD
Gullanella_endobia_GEFVIR_GCF_900048035_1_00224	CDS	357	rplS		COG0335	50S ribosomal protein L19
