locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sodalis_sp_TME1_GCA_001879235_1_00026	CDS	498	lrp		COG1522	Leucine-responsive regulatory protein
Sodalis_sp_TME1_GCA_001879235_1_00027	CDS	123				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00028	CDS	318	acnA_1	4.2.1.3	COG1048	Aconitate hydratase A
Sodalis_sp_TME1_GCA_001879235_1_00029	CDS	474				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00030	CDS	426	acnA_2	4.2.1.3	COG1048	Aconitate hydratase A
Sodalis_sp_TME1_GCA_001879235_1_00031	CDS	975	cysB			HTH-type transcriptional regulator CysB
Sodalis_sp_TME1_GCA_001879235_1_00032	CDS	477	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
Sodalis_sp_TME1_GCA_001879235_1_00033	CDS	2229	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
Sodalis_sp_TME1_GCA_001879235_1_00034	CDS	252	yciN			Protein YciN
Sodalis_sp_TME1_GCA_001879235_1_00035	CDS	1047	sohB	3.4.21.-	COG0616	putative protease SohB
Sodalis_sp_TME1_GCA_001879235_1_00036	CDS	561	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
Sodalis_sp_TME1_GCA_001879235_1_00037	CDS	672	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
Sodalis_sp_TME1_GCA_001879235_1_00038	CDS	294				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00039	CDS	666	cnoX_1		COG3118	Chaperedoxin
Sodalis_sp_TME1_GCA_001879235_1_00040	CDS	231	cnoX_2		COG3118	Chaperedoxin
Sodalis_sp_TME1_GCA_001879235_1_00041	CDS	918	qmcA		COG0330	Protein QmcA
Sodalis_sp_TME1_GCA_001879235_1_00042	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
Sodalis_sp_TME1_GCA_001879235_1_00043	CDS	348	cueR		COG0789	HTH-type transcriptional regulator CueR
Sodalis_sp_TME1_GCA_001879235_1_00044	CDS	507				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00045	CDS	1029				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00046	CDS	231	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
Sodalis_sp_TME1_GCA_001879235_1_00047	CDS	1692				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00048	CDS	1386	xanP		COG2233	Xanthine permease XanP
Sodalis_sp_TME1_GCA_001879235_1_00049	CDS	183				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00050	CDS	654		2.7.1.-		putative ketoamine kinase
Sodalis_sp_TME1_GCA_001879235_1_00051	CDS	123				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00052	CDS	978				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00053	CDS	198				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00054	CDS	405				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00055	CDS	654	aas		COG0204	Bifunctional protein Aas
Sodalis_sp_TME1_GCA_001879235_1_00056	CDS	312				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00057	CDS	261	mcbA			putative protein McbA
Sodalis_sp_TME1_GCA_001879235_1_00058	CDS	777				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00059	CDS	312				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00060	CDS	651				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00061	CDS	987	ygfZ		COG0354	tRNA-modifying protein YgfZ
Sodalis_sp_TME1_GCA_001879235_1_00062	CDS	267	sdhE			FAD assembly factor SdhE
Sodalis_sp_TME1_GCA_001879235_1_00063	CDS	330	ygfX			Inner membrane protein YgfX
Sodalis_sp_TME1_GCA_001879235_1_00064	CDS	519	fldB		COG0716	Flavodoxin 2
Sodalis_sp_TME1_GCA_001879235_1_00065	CDS	900	xerD_1		COG4974	Tyrosine recombinase XerD
Sodalis_sp_TME1_GCA_001879235_1_00066	CDS	717	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
Sodalis_sp_TME1_GCA_001879235_1_00067	CDS	183				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00068	CDS	258				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00069	CDS	513	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
Sodalis_sp_TME1_GCA_001879235_1_00070	CDS	858	ureD			Urease accessory protein UreD
Sodalis_sp_TME1_GCA_001879235_1_00071	CDS	234	ureA_1	3.5.1.5		Urease subunit gamma
Sodalis_sp_TME1_GCA_001879235_1_00072	CDS	96	ureA_2	3.5.1.5		Urease subunit gamma
Sodalis_sp_TME1_GCA_001879235_1_00073	CDS	183	ureB	3.5.1.5		Urease subunit beta
Sodalis_sp_TME1_GCA_001879235_1_00074	CDS	942	ureC	3.5.1.5		Urease subunit alpha
Sodalis_sp_TME1_GCA_001879235_1_00075	CDS	189				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00076	CDS	273				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00077	CDS	417				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00078	CDS	381				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00079	CDS	2127	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
Sodalis_sp_TME1_GCA_001879235_1_00080	CDS	183				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00081	CDS	597	cycA			D-serine/D-alanine/glycine transporter
Sodalis_sp_TME1_GCA_001879235_1_00082	CDS	1833	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
Sodalis_sp_TME1_GCA_001879235_1_00083	CDS	2307	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
Sodalis_sp_TME1_GCA_001879235_1_00084	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
Sodalis_sp_TME1_GCA_001879235_1_00085	CDS	597	slmA_1			Nucleoid occlusion factor SlmA
Sodalis_sp_TME1_GCA_001879235_1_00086	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
Sodalis_sp_TME1_GCA_001879235_1_00087	CDS	843	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
Sodalis_sp_TME1_GCA_001879235_1_00088	CDS	318				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00089	CDS	273				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00090	CDS	306	cydD		COG4988	ATP-binding/permease protein CydD
Sodalis_sp_TME1_GCA_001879235_1_00091	CDS	528				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00092	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
Sodalis_sp_TME1_GCA_001879235_1_00093	CDS	1161	ftsZ		COG0206	Cell division protein FtsZ
Sodalis_sp_TME1_GCA_001879235_1_00094	CDS	456	ftsA		COG0849	Cell division protein FtsA
Sodalis_sp_TME1_GCA_001879235_1_00095	CDS	633				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00096	tRNA	76				tRNA-Phe(gaa)
Sodalis_sp_TME1_GCA_001879235_1_00097	CDS	576				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00098	CDS	375	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
Sodalis_sp_TME1_GCA_001879235_1_00099	CDS	777	xylB_2	2.7.1.17	COG1070	Xylulose kinase
Sodalis_sp_TME1_GCA_001879235_1_00100	CDS	978	sbnD			Staphyloferrin B transporter
Sodalis_sp_TME1_GCA_001879235_1_00101	CDS	588	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
Sodalis_sp_TME1_GCA_001879235_1_00102	CDS	1110	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
Sodalis_sp_TME1_GCA_001879235_1_00103	CDS	513	thiB		COG4143	Thiamine-binding periplasmic protein
Sodalis_sp_TME1_GCA_001879235_1_00104	CDS	276				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00105	CDS	333	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
Sodalis_sp_TME1_GCA_001879235_1_00106	CDS	468	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
Sodalis_sp_TME1_GCA_001879235_1_00107	CDS	810	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
Sodalis_sp_TME1_GCA_001879235_1_00108	CDS	723				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00109	CDS	297	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Sodalis_sp_TME1_GCA_001879235_1_00110	CDS	594				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00111	CDS	1275				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00112	CDS	300				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00113	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
Sodalis_sp_TME1_GCA_001879235_1_00114	CDS	1059	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
Sodalis_sp_TME1_GCA_001879235_1_00115	CDS	426				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00116	CDS	477				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00117	CDS	699	aroE_1	1.1.1.25		Shikimate dehydrogenase (NADP(+))
Sodalis_sp_TME1_GCA_001879235_1_00118	CDS	576	glgX_1	3.2.1.196	COG1523	Glycogen debranching enzyme
Sodalis_sp_TME1_GCA_001879235_1_00119	CDS	1047	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
Sodalis_sp_TME1_GCA_001879235_1_00120	CDS	615	glgX_3	3.2.1.-	COG1523	Glycogen operon protein GlgX 
Sodalis_sp_TME1_GCA_001879235_1_00121	CDS	1239				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00122	CDS	570	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
Sodalis_sp_TME1_GCA_001879235_1_00123	CDS	297	yciI		COG2350	Protein YciI
Sodalis_sp_TME1_GCA_001879235_1_00124	CDS	282				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00125	CDS	438	kbp		COG1652	Potassium binding protein Kbp
Sodalis_sp_TME1_GCA_001879235_1_00126	CDS	297				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00127	CDS	582	yggR		COG2805	putative protein YggR
Sodalis_sp_TME1_GCA_001879235_1_00128	CDS	378				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00129	CDS	954				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00130	CDS	459	slyA_1		COG1846	Transcriptional regulator SlyA
Sodalis_sp_TME1_GCA_001879235_1_00131	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
Sodalis_sp_TME1_GCA_001879235_1_00132	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
Sodalis_sp_TME1_GCA_001879235_1_00133	CDS	864				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00134	CDS	1095	basS	2.7.13.3		Sensor protein BasS
Sodalis_sp_TME1_GCA_001879235_1_00135	CDS	669	basR			Transcriptional regulatory protein BasR
Sodalis_sp_TME1_GCA_001879235_1_00136	CDS	1170				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00137	CDS	666	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
Sodalis_sp_TME1_GCA_001879235_1_00138	CDS	1011	gltR		COG0583	HTH-type transcriptional regulator GltR
Sodalis_sp_TME1_GCA_001879235_1_00139	CDS	1125	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
Sodalis_sp_TME1_GCA_001879235_1_00140	CDS	606	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
Sodalis_sp_TME1_GCA_001879235_1_00141	CDS	1974	cirA		COG4771	Colicin I receptor
Sodalis_sp_TME1_GCA_001879235_1_00142	CDS	315	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
Sodalis_sp_TME1_GCA_001879235_1_00143	CDS	489	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
Sodalis_sp_TME1_GCA_001879235_1_00144	CDS	267				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00145	CDS	1236	pepT_1	3.4.11.4	COG2195	Peptidase T
Sodalis_sp_TME1_GCA_001879235_1_00146	CDS	354				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00147	CDS	696	hisM		COG4160	Histidine transport system permease protein HisM
Sodalis_sp_TME1_GCA_001879235_1_00148	CDS	504	hisQ		COG4215	Histidine transport system permease protein HisQ
Sodalis_sp_TME1_GCA_001879235_1_00149	CDS	783	argT_1		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
Sodalis_sp_TME1_GCA_001879235_1_00150	CDS	552	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
Sodalis_sp_TME1_GCA_001879235_1_00151	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Sodalis_sp_TME1_GCA_001879235_1_00152	CDS	489	cvpA		COG1286	Colicin V production protein
Sodalis_sp_TME1_GCA_001879235_1_00153	CDS	336	dedD			Cell division protein DedD
Sodalis_sp_TME1_GCA_001879235_1_00154	CDS	489	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
Sodalis_sp_TME1_GCA_001879235_1_00155	CDS	2421				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00156	CDS	300	hexR_1		COG1737	HTH-type transcriptional regulator HexR
Sodalis_sp_TME1_GCA_001879235_1_00157	CDS	564	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
Sodalis_sp_TME1_GCA_001879235_1_00158	CDS	825	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
Sodalis_sp_TME1_GCA_001879235_1_00159	CDS	279				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00160	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
Sodalis_sp_TME1_GCA_001879235_1_00161	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
Sodalis_sp_TME1_GCA_001879235_1_00162	CDS	390				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00163	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
Sodalis_sp_TME1_GCA_001879235_1_00164	CDS	1161	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
Sodalis_sp_TME1_GCA_001879235_1_00165	CDS	387				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00166	CDS	441				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00167	CDS	486				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00168	CDS	903	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
Sodalis_sp_TME1_GCA_001879235_1_00169	CDS	840	dhaK-2	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK
Sodalis_sp_TME1_GCA_001879235_1_00170	CDS	615	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
Sodalis_sp_TME1_GCA_001879235_1_00171	CDS	336	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
Sodalis_sp_TME1_GCA_001879235_1_00172	CDS	222				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00173	CDS	324	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
Sodalis_sp_TME1_GCA_001879235_1_00174	CDS	618	dmsB		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
Sodalis_sp_TME1_GCA_001879235_1_00175	CDS	2259	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
Sodalis_sp_TME1_GCA_001879235_1_00176	CDS	372	yycN	2.3.1.-	COG0454	putative N-acetyltransferase YycN
Sodalis_sp_TME1_GCA_001879235_1_00177	CDS	867	phoA_1	3.1.3.1	COG1785	Alkaline phosphatase
Sodalis_sp_TME1_GCA_001879235_1_00178	CDS	453	phoA_2	3.1.3.1	COG1785	Alkaline phosphatase
Sodalis_sp_TME1_GCA_001879235_1_00179	CDS	264				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00180	CDS	807				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00181	CDS	1263	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
Sodalis_sp_TME1_GCA_001879235_1_00182	CDS	690	ybhN_1		COG0392	Inner membrane protein YbhN
Sodalis_sp_TME1_GCA_001879235_1_00183	CDS	324	ybhN_2		COG0392	Inner membrane protein YbhN
Sodalis_sp_TME1_GCA_001879235_1_00184	CDS	882	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
Sodalis_sp_TME1_GCA_001879235_1_00185	CDS	1038	bioB	2.8.1.6	COG0502	Biotin synthase
Sodalis_sp_TME1_GCA_001879235_1_00186	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
Sodalis_sp_TME1_GCA_001879235_1_00187	CDS	681	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
Sodalis_sp_TME1_GCA_001879235_1_00188	CDS	255				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00189	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
Sodalis_sp_TME1_GCA_001879235_1_00190	CDS	378	modF_1		COG1119	ABC transporter ATP-binding protein ModF
Sodalis_sp_TME1_GCA_001879235_1_00191	CDS	630	modE		COG2005	DNA-binding transcriptional dual regulator ModE
Sodalis_sp_TME1_GCA_001879235_1_00192	CDS	177	acrZ			Multidrug efflux pump accessory protein AcrZ
Sodalis_sp_TME1_GCA_001879235_1_00193	CDS	1110	ddlA_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
Sodalis_sp_TME1_GCA_001879235_1_00194	CDS	174				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00195	CDS	465	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
Sodalis_sp_TME1_GCA_001879235_1_00196	CDS	318				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00197	CDS	294				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00198	CDS	477				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00199	CDS	420				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00200	CDS	303				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00201	CDS	339				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00202	CDS	828	fdhD		COG1526	Sulfur carrier protein FdhD
Sodalis_sp_TME1_GCA_001879235_1_00203	CDS	618	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
Sodalis_sp_TME1_GCA_001879235_1_00204	CDS	588	mtlR		COG3722	Mannitol operon repressor
Sodalis_sp_TME1_GCA_001879235_1_00205	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
Sodalis_sp_TME1_GCA_001879235_1_00206	CDS	1230	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
Sodalis_sp_TME1_GCA_001879235_1_00207	CDS	711	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
Sodalis_sp_TME1_GCA_001879235_1_00208	CDS	726				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00209	CDS	372	glyS_1	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
Sodalis_sp_TME1_GCA_001879235_1_00210	CDS	1050				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00211	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
Sodalis_sp_TME1_GCA_001879235_1_00212	CDS	624	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
Sodalis_sp_TME1_GCA_001879235_1_00213	CDS	1305	tig	5.2.1.8	COG0544	Trigger factor
Sodalis_sp_TME1_GCA_001879235_1_00214	CDS	318	bolA		COG0271	DNA-binding transcriptional regulator BolA
Sodalis_sp_TME1_GCA_001879235_1_00215	CDS	579				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00216	CDS	213				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00217	CDS	903				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00218	CDS	588	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
Sodalis_sp_TME1_GCA_001879235_1_00219	CDS	924	fucP_1		COG0738	L-fucose-proton symporter
Sodalis_sp_TME1_GCA_001879235_1_00220	CDS	330	fucP_2		COG0738	L-fucose-proton symporter
Sodalis_sp_TME1_GCA_001879235_1_00221	CDS	228				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00222	CDS	774	deoR		COG1349	Deoxyribose operon repressor
Sodalis_sp_TME1_GCA_001879235_1_00223	CDS	177	typA		COG1217	GTP-binding protein TypA/BipA
Sodalis_sp_TME1_GCA_001879235_1_00224	CDS	189				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00225	CDS	270				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00226	CDS	282				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00227	CDS	1419	glnA	6.3.1.2	COG0174	Glutamine synthetase
Sodalis_sp_TME1_GCA_001879235_1_00228	CDS	867	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
Sodalis_sp_TME1_GCA_001879235_1_00229	CDS	636	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
Sodalis_sp_TME1_GCA_001879235_1_00230	CDS	219				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00231	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
Sodalis_sp_TME1_GCA_001879235_1_00232	CDS	717				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00233	CDS	258	apbC		COG0489	Iron-sulfur cluster carrier protein
Sodalis_sp_TME1_GCA_001879235_1_00234	CDS	2040	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
Sodalis_sp_TME1_GCA_001879235_1_00235	CDS	822	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
Sodalis_sp_TME1_GCA_001879235_1_00236	CDS	357				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00237	CDS	291				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00238	CDS	138				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00239	CDS	339				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00240	CDS	186	yfhL		COG1145	Ferredoxin YfhL
Sodalis_sp_TME1_GCA_001879235_1_00241	CDS	327	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
Sodalis_sp_TME1_GCA_001879235_1_00242	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
Sodalis_sp_TME1_GCA_001879235_1_00243	CDS	780	recO		COG1381	DNA repair protein RecO
Sodalis_sp_TME1_GCA_001879235_1_00244	CDS	906	era		COG1159	GTPase Era
Sodalis_sp_TME1_GCA_001879235_1_00245	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
Sodalis_sp_TME1_GCA_001879235_1_00246	CDS	1056	lepB	3.4.21.89	COG0681	Signal peptidase I
Sodalis_sp_TME1_GCA_001879235_1_00247	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
Sodalis_sp_TME1_GCA_001879235_1_00248	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
Sodalis_sp_TME1_GCA_001879235_1_00249	CDS	696	rseA		COG3073	Anti-sigma-E factor RseA
Sodalis_sp_TME1_GCA_001879235_1_00250	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
Sodalis_sp_TME1_GCA_001879235_1_00251	CDS	111				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00252	CDS	720	nadB_1	1.4.3.16	COG0029	L-aspartate oxidase
Sodalis_sp_TME1_GCA_001879235_1_00253	CDS	624	nadB_2	1.4.3.16	COG0029	L-aspartate oxidase
Sodalis_sp_TME1_GCA_001879235_1_00254	CDS	291	yehW		COG1174	Glycine betaine uptake system permease protein YehW
Sodalis_sp_TME1_GCA_001879235_1_00255	CDS	111				hypothetical protein
Sodalis_sp_TME1_GCA_001879235_1_00256	CDS	324				hypothetical protein
