locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sodalis_glossinidius_morsitans_GCF_000010085_1_00059	CDS	444	flgN_1		COG3418	Flagella synthesis protein FlgN
Sodalis_glossinidius_morsitans_GCF_000010085_1_00060	CDS	225				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00061	CDS	717				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00062	CDS	414	flgB_1		COG1815	Flagellar basal body rod protein FlgB
Sodalis_glossinidius_morsitans_GCF_000010085_1_00063	CDS	405	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
Sodalis_glossinidius_morsitans_GCF_000010085_1_00064	CDS	810				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00065	CDS	1215	flgE		COG1749	Flagellar hook protein FlgE
Sodalis_glossinidius_morsitans_GCF_000010085_1_00066	CDS	759	flgF_1		COG4787	Flagellar basal-body rod protein FlgF
Sodalis_glossinidius_morsitans_GCF_000010085_1_00067	CDS	783	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
Sodalis_glossinidius_morsitans_GCF_000010085_1_00068	CDS	753	flgH			Flagellar L-ring protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00069	CDS	1119	flgI			Flagellar P-ring protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00070	CDS	918	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
Sodalis_glossinidius_morsitans_GCF_000010085_1_00071	CDS	1671	flgK_1		COG1256	Flagellar hook-associated protein 1
Sodalis_glossinidius_morsitans_GCF_000010085_1_00072	CDS	942	flgL_1		COG1344	Flagellar hook-associated protein 3
Sodalis_glossinidius_morsitans_GCF_000010085_1_00073	CDS	789	fliR_1		COG1684	Flagellar biosynthetic protein FliR
Sodalis_glossinidius_morsitans_GCF_000010085_1_00074	CDS	270	fliQ_1		COG1987	Flagellar biosynthetic protein FliQ
Sodalis_glossinidius_morsitans_GCF_000010085_1_00075	CDS	804	fliP_1		COG1338	Flagellar biosynthetic protein FliP
Sodalis_glossinidius_morsitans_GCF_000010085_1_00076	CDS	375				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00077	CDS	405				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00078	CDS	1014	fliM_1		COG1868	Flagellar motor switch protein FliM
Sodalis_glossinidius_morsitans_GCF_000010085_1_00079	CDS	528				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00080	CDS	1119				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00081	CDS	450	fliJ		COG2882	Flagellar FliJ protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00082	CDS	1377	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00083	CDS	714	fliH		COG1317	Flagellar assembly protein FliH
Sodalis_glossinidius_morsitans_GCF_000010085_1_00084	CDS	990	fliG		COG1536	Flagellar motor switch protein FliG
Sodalis_glossinidius_morsitans_GCF_000010085_1_00085	CDS	1707	fliF		COG1766	Flagellar M-ring protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00086	CDS	324	fliE		COG1677	Flagellar hook-basal body complex protein FliE
Sodalis_glossinidius_morsitans_GCF_000010085_1_00087	CDS	342	fliT			Flagellar protein FliT
Sodalis_glossinidius_morsitans_GCF_000010085_1_00088	CDS	390	fliS		COG1516	Flagellar secretion chaperone FliS
Sodalis_glossinidius_morsitans_GCF_000010085_1_00089	CDS	1461	fliD		COG1345	Flagellar hook-associated protein 2
Sodalis_glossinidius_morsitans_GCF_000010085_1_00090	CDS	1260	fljB		COG1344	Phase 2 flagellin
Sodalis_glossinidius_morsitans_GCF_000010085_1_00091	CDS	726	fliA		COG1191	RNA polymerase sigma factor FliA
Sodalis_glossinidius_morsitans_GCF_000010085_1_00092	CDS	1608	dppA_1		COG0747	Periplasmic dipeptide transport protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00093	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
Sodalis_glossinidius_morsitans_GCF_000010085_1_00094	CDS	906	dppC		COG1173	Dipeptide transport system permease protein DppC
Sodalis_glossinidius_morsitans_GCF_000010085_1_00095	CDS	981	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
Sodalis_glossinidius_morsitans_GCF_000010085_1_00096	CDS	1011	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
Sodalis_glossinidius_morsitans_GCF_000010085_1_00097	CDS	210				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00098	CDS	315				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00099	CDS	435	acsC			Cellulose synthase operon protein C
Sodalis_glossinidius_morsitans_GCF_000010085_1_00100	CDS	96				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00101	CDS	498				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00102	CDS	249				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00103	CDS	591				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00104	CDS	633				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00105	CDS	351				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00106	CDS	399				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00107	CDS	354				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00108	CDS	783	bcsB			Cyclic di-GMP-binding protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00109	CDS	324				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00110	CDS	849				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00111	CDS	726	acsAB			Cellulose synthase 1
Sodalis_glossinidius_morsitans_GCF_000010085_1_00112	CDS	1089	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
Sodalis_glossinidius_morsitans_GCF_000010085_1_00113	CDS	180				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00114	CDS	594				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00115	CDS	1068	pdeK_1	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
Sodalis_glossinidius_morsitans_GCF_000010085_1_00116	CDS	681	pdeK_2	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
Sodalis_glossinidius_morsitans_GCF_000010085_1_00117	CDS	447	yhjJ_1		COG0612	Protein YhjJ
Sodalis_glossinidius_morsitans_GCF_000010085_1_00118	CDS	834	yhjJ_2		COG0612	Protein YhjJ
Sodalis_glossinidius_morsitans_GCF_000010085_1_00119	CDS	942	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00120	CDS	474				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00121	CDS	867				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00122	CDS	657	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00123	CDS	792	yhjE			Inner membrane metabolite transport protein YhjE
Sodalis_glossinidius_morsitans_GCF_000010085_1_00124	CDS	567	nanT_1			Sialic acid transporter NanT
Sodalis_glossinidius_morsitans_GCF_000010085_1_00125	CDS	645	yhjD		COG1295	Inner membrane protein YhjD
Sodalis_glossinidius_morsitans_GCF_000010085_1_00126	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00127	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
Sodalis_glossinidius_morsitans_GCF_000010085_1_00128	CDS	543			COG3039	IS5 family transposase ISSgl1
Sodalis_glossinidius_morsitans_GCF_000010085_1_00129	CDS	114				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00130	CDS	1314	codB_1		COG1457	Cytosine permease
Sodalis_glossinidius_morsitans_GCF_000010085_1_00131	CDS	453				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00132	CDS	243				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00133	CDS	2025	prlC	3.4.24.70	COG0339	Oligopeptidase A
Sodalis_glossinidius_morsitans_GCF_000010085_1_00134	CDS	279		1.17.1.9		Formate dehydrogenase, mitochondrial
Sodalis_glossinidius_morsitans_GCF_000010085_1_00135	CDS	225		1.17.1.9		Formate dehydrogenase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00136	CDS	327		1.17.1.9		Formate dehydrogenase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00137	CDS	465	uspA		COG0589	Universal stress protein A
Sodalis_glossinidius_morsitans_GCF_000010085_1_00138	CDS	249	uspB			Universal stress protein B
Sodalis_glossinidius_morsitans_GCF_000010085_1_00139	CDS	1599	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
Sodalis_glossinidius_morsitans_GCF_000010085_1_00140	CDS	105				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00141	CDS	1089			COG2081	putative protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00142	CDS	1167	nicC	1.14.13.114		6-hydroxynicotinate 3-monooxygenase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00143	CDS	216				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00144	CDS	453	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00145	CDS	315				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00146	CDS	297	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
Sodalis_glossinidius_morsitans_GCF_000010085_1_00147	CDS	276	yhhS_1			putative MFS-type transporter YhhS
Sodalis_glossinidius_morsitans_GCF_000010085_1_00148	CDS	582				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00149	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
Sodalis_glossinidius_morsitans_GCF_000010085_1_00150	CDS	255	tusA		COG0425	Sulfur carrier protein TusA
Sodalis_glossinidius_morsitans_GCF_000010085_1_00151	CDS	627				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00152	CDS	321				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00153	CDS	291				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00154	CDS	606	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
Sodalis_glossinidius_morsitans_GCF_000010085_1_00155	CDS	1515	ftsY		COG0552	Signal recognition particle receptor FtsY
Sodalis_glossinidius_morsitans_GCF_000010085_1_00156	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
Sodalis_glossinidius_morsitans_GCF_000010085_1_00157	CDS	1017	ftsX		COG2177	Cell division protein FtsX
Sodalis_glossinidius_morsitans_GCF_000010085_1_00158	CDS	858	rpoH		COG0568	RNA polymerase sigma factor RpoH
Sodalis_glossinidius_morsitans_GCF_000010085_1_00159	CDS	399	panM			PanD regulatory factor
Sodalis_glossinidius_morsitans_GCF_000010085_1_00160	CDS	243				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00161	CDS	222	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
Sodalis_glossinidius_morsitans_GCF_000010085_1_00162	CDS	690	araQ		COG0395	L-arabinose transport system permease protein AraQ
Sodalis_glossinidius_morsitans_GCF_000010085_1_00163	CDS	567	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
Sodalis_glossinidius_morsitans_GCF_000010085_1_00164	CDS	150	ugpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
Sodalis_glossinidius_morsitans_GCF_000010085_1_00165	CDS	540	ugpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
Sodalis_glossinidius_morsitans_GCF_000010085_1_00166	CDS	186				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00167	CDS	765				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00168	CDS	912	metR			HTH-type transcriptional regulator MetR
Sodalis_glossinidius_morsitans_GCF_000010085_1_00169	CDS	2277	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00170	CDS	741				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00171	CDS	396				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00172	CDS	165				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00173	CDS	471				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00174	CDS	243				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00175	CDS	156				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00176	CDS	465	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
Sodalis_glossinidius_morsitans_GCF_000010085_1_00177	CDS	150				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00178	CDS	279				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00179	CDS	240				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00180	CDS	219				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00181	CDS	147				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00182	CDS	1227				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00183	CDS	654				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00184	CDS	822				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00185	CDS	924			COG3039	IS5 family transposase ISSgl1
Sodalis_glossinidius_morsitans_GCF_000010085_1_00186	CDS	189				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00187	CDS	405				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00188	tRNA	79				tRNA-Asn(att)
Sodalis_glossinidius_morsitans_GCF_000010085_1_00189	CDS	231				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00190	CDS	180				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00191	CDS	1062				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00192	CDS	252				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00193	CDS	90				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00194	CDS	153				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00195	CDS	1152				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00196	CDS	183				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00197	CDS	327				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00198	CDS	120				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00199	CDS	279				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00200	CDS	777	amiD_1	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
Sodalis_glossinidius_morsitans_GCF_000010085_1_00201	CDS	570				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00202	CDS	357				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00203	CDS	318				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00204	CDS	315				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00205	CDS	408				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00206	CDS	330				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00207	CDS	816				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00208	CDS	405				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00209	CDS	360				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00210	CDS	345				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00211	CDS	366				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00212	CDS	1086				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00213	CDS	597				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00214	CDS	819				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00215	CDS	336				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00216	CDS	738				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00217	CDS	324				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00218	CDS	1809				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00219	CDS	192				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00220	CDS	114				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00221	CDS	216				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00222	CDS	246				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00223	CDS	678				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00224	CDS	132				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00225	CDS	162				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00226	CDS	768	udp	2.4.2.3	COG2820	Uridine phosphorylase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00227	CDS	1596				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00228	CDS	759	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
Sodalis_glossinidius_morsitans_GCF_000010085_1_00229	CDS	609	ubiJ		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
Sodalis_glossinidius_morsitans_GCF_000010085_1_00230	CDS	1635	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
Sodalis_glossinidius_morsitans_GCF_000010085_1_00231	CDS	267	tatA_1		COG1826	Sec-independent protein translocase protein TatA
Sodalis_glossinidius_morsitans_GCF_000010085_1_00232	CDS	699	tatB			Sec-independent protein translocase protein TatB
Sodalis_glossinidius_morsitans_GCF_000010085_1_00233	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
Sodalis_glossinidius_morsitans_GCF_000010085_1_00234	CDS	492	rfaH_1		COG0250	Transcription antitermination protein RfaH
Sodalis_glossinidius_morsitans_GCF_000010085_1_00235	CDS	1485	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00236	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00237	CDS	1329	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00238	CDS	393	yigZ		COG1739	IMPACT family member YigZ
Sodalis_glossinidius_morsitans_GCF_000010085_1_00239	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
Sodalis_glossinidius_morsitans_GCF_000010085_1_00240	CDS	549	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
Sodalis_glossinidius_morsitans_GCF_000010085_1_00241	rRNA	1538				16S ribosomal RNA
Sodalis_glossinidius_morsitans_GCF_000010085_1_00242	tRNA	77				tRNA-Ile(gat)
Sodalis_glossinidius_morsitans_GCF_000010085_1_00243	tRNA	76				tRNA-Ala(tgc)
Sodalis_glossinidius_morsitans_GCF_000010085_1_00244	rRNA	3002				23S ribosomal RNA
Sodalis_glossinidius_morsitans_GCF_000010085_1_00245	rRNA	108				5S ribosomal RNA
Sodalis_glossinidius_morsitans_GCF_000010085_1_00246	CDS	90				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00247	CDS	327				hypothetical protein
Sodalis_glossinidius_morsitans_GCF_000010085_1_00248	CDS	1038	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00249	CDS	960	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
Sodalis_glossinidius_morsitans_GCF_000010085_1_00250	CDS	477	pepE_1	3.4.13.21	COG3340	Peptidase E
Sodalis_glossinidius_morsitans_GCF_000010085_1_00251	CDS	282	pepE_2	3.4.13.21		Peptidase E
Sodalis_glossinidius_morsitans_GCF_000010085_1_00252	CDS	951	coaA	2.7.1.33		Pantothenate kinase
Sodalis_glossinidius_morsitans_GCF_000010085_1_00253	tRNA	76				tRNA-Thr(tgt)
