locus_tag	ftype	length_bp	gene	EC_number	COG	product
Dickeya_dadantii_XJ12_GCF_030168535_1_00045	CDS	1602	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
Dickeya_dadantii_XJ12_GCF_030168535_1_00046	CDS	684	cntF_1	7.2.2.-	COG1124	Metal-staphylopine import system ATP-binding protein CntF
Dickeya_dadantii_XJ12_GCF_030168535_1_00047	CDS	849	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
Dickeya_dadantii_XJ12_GCF_030168535_1_00048	CDS	870	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
Dickeya_dadantii_XJ12_GCF_030168535_1_00049	CDS	1041	dppB_1		COG0601	Dipeptide transport system permease protein DppB
Dickeya_dadantii_XJ12_GCF_030168535_1_00050	CDS	678	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
Dickeya_dadantii_XJ12_GCF_030168535_1_00051	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
Dickeya_dadantii_XJ12_GCF_030168535_1_00052	CDS	1893	dauA		COG0659	C4-dicarboxylic acid transporter DauA
Dickeya_dadantii_XJ12_GCF_030168535_1_00053	CDS	441				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00054	CDS	753	rstA		COG0745	Transcriptional regulatory protein RstA
Dickeya_dadantii_XJ12_GCF_030168535_1_00055	CDS	1356	rstB	2.7.13.3		Sensor protein RstB
Dickeya_dadantii_XJ12_GCF_030168535_1_00056	CDS	534	asr			Acid shock protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00057	CDS	819				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00058	CDS	1551	glcA		COG1620	Glycolate permease GlcA
Dickeya_dadantii_XJ12_GCF_030168535_1_00059	CDS	720	lutA_1		COG0247	Lactate utilization protein A
Dickeya_dadantii_XJ12_GCF_030168535_1_00060	CDS	1422	lutB_1		COG1139	Lactate utilization protein B
Dickeya_dadantii_XJ12_GCF_030168535_1_00061	CDS	699	lutC_1		COG1556	Lactate utilization protein C
Dickeya_dadantii_XJ12_GCF_030168535_1_00062	CDS	3888				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00063	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
Dickeya_dadantii_XJ12_GCF_030168535_1_00064	CDS	276				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00065	CDS	2604				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00066	CDS	1554	aer_2		COG0840	Aerotaxis receptor
Dickeya_dadantii_XJ12_GCF_030168535_1_00067	CDS	993	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
Dickeya_dadantii_XJ12_GCF_030168535_1_00068	CDS	279				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00069	CDS	1965				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00070	CDS	498				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00071	CDS	2193				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00072	CDS	942	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
Dickeya_dadantii_XJ12_GCF_030168535_1_00073	CDS	990	zntB		COG0598	Zinc transport protein ZntB
Dickeya_dadantii_XJ12_GCF_030168535_1_00074	CDS	1632	mppA		COG4166	Periplasmic murein peptide-binding protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00075	CDS	732	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
Dickeya_dadantii_XJ12_GCF_030168535_1_00076	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
Dickeya_dadantii_XJ12_GCF_030168535_1_00077	CDS	1413	stp			Multidrug resistance protein Stp
Dickeya_dadantii_XJ12_GCF_030168535_1_00078	CDS	918				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00079	CDS	2337	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
Dickeya_dadantii_XJ12_GCF_030168535_1_00080	CDS	549	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
Dickeya_dadantii_XJ12_GCF_030168535_1_00081	CDS	405				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00082	CDS	1152		1.-.-.-		putative oxidoreductase
Dickeya_dadantii_XJ12_GCF_030168535_1_00083	CDS	894	pgrR_1			HTH-type transcriptional regulator PgrR
Dickeya_dadantii_XJ12_GCF_030168535_1_00084	CDS	1611	tyrR			Transcriptional regulatory protein TyrR
Dickeya_dadantii_XJ12_GCF_030168535_1_00085	CDS	1656	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
Dickeya_dadantii_XJ12_GCF_030168535_1_00086	CDS	1419	ydjE			Inner membrane metabolite transport protein YdjE
Dickeya_dadantii_XJ12_GCF_030168535_1_00087	CDS	1059				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00088	CDS	1416	ycjX		COG3106	putative protein YcjX
Dickeya_dadantii_XJ12_GCF_030168535_1_00089	CDS	360	pspC		COG1983	Phage shock protein C
Dickeya_dadantii_XJ12_GCF_030168535_1_00090	CDS	231	pspB			Phage shock protein B
Dickeya_dadantii_XJ12_GCF_030168535_1_00091	CDS	666	pspA		COG1842	Phage shock protein A
Dickeya_dadantii_XJ12_GCF_030168535_1_00092	CDS	996	pspF		COG1221	Psp operon transcriptional activator
Dickeya_dadantii_XJ12_GCF_030168535_1_00093	CDS	1191	yciC		COG0523	Putative metal chaperone YciC
Dickeya_dadantii_XJ12_GCF_030168535_1_00094	CDS	1758	sapA		COG4166	Peptide transport periplasmic protein SapA
Dickeya_dadantii_XJ12_GCF_030168535_1_00095	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
Dickeya_dadantii_XJ12_GCF_030168535_1_00096	CDS	891	sapC		COG4171	Peptide transport system permease protein SapC
Dickeya_dadantii_XJ12_GCF_030168535_1_00097	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
Dickeya_dadantii_XJ12_GCF_030168535_1_00098	CDS	816	sapF		COG4167	Peptide transport system ATP-binding protein SapF
Dickeya_dadantii_XJ12_GCF_030168535_1_00099	CDS	792	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
Dickeya_dadantii_XJ12_GCF_030168535_1_00100	CDS	900	hdfR_1			HTH-type transcriptional regulator HdfR
Dickeya_dadantii_XJ12_GCF_030168535_1_00101	CDS	2310	ydeP		COG0243	Protein YdeP
Dickeya_dadantii_XJ12_GCF_030168535_1_00102	CDS	1932	rnb	3.1.13.1	COG4776	Exoribonuclease 2
Dickeya_dadantii_XJ12_GCF_030168535_1_00103	CDS	918	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
Dickeya_dadantii_XJ12_GCF_030168535_1_00104	CDS	2067	cstA		COG1966	Peptide transporter CstA
Dickeya_dadantii_XJ12_GCF_030168535_1_00105	CDS	1017	kdgT			2-keto-3-deoxygluconate permease
Dickeya_dadantii_XJ12_GCF_030168535_1_00106	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
Dickeya_dadantii_XJ12_GCF_030168535_1_00107	CDS	216				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00108	CDS	327	yciH		COG0023	putative protein YciH
Dickeya_dadantii_XJ12_GCF_030168535_1_00109	CDS	735	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
Dickeya_dadantii_XJ12_GCF_030168535_1_00110	CDS	1170	lapB		COG2956	Lipopolysaccharide assembly protein B
Dickeya_dadantii_XJ12_GCF_030168535_1_00111	CDS	306	lapA		COG3771	Lipopolysaccharide assembly protein A
Dickeya_dadantii_XJ12_GCF_030168535_1_00112	CDS	771	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
Dickeya_dadantii_XJ12_GCF_030168535_1_00113	CDS	594	ribA_1	3.5.4.25	COG0807	GTP cyclohydrolase-2
Dickeya_dadantii_XJ12_GCF_030168535_1_00114	CDS	1620	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00115	CDS	459				IS200/IS605 family transposase IS1541D
Dickeya_dadantii_XJ12_GCF_030168535_1_00116	CDS	2679	acnA	4.2.1.3	COG1048	Aconitate hydratase A
Dickeya_dadantii_XJ12_GCF_030168535_1_00117	CDS	615	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
Dickeya_dadantii_XJ12_GCF_030168535_1_00118	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
Dickeya_dadantii_XJ12_GCF_030168535_1_00119	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
Dickeya_dadantii_XJ12_GCF_030168535_1_00120	CDS	723	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
Dickeya_dadantii_XJ12_GCF_030168535_1_00121	CDS	306	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
Dickeya_dadantii_XJ12_GCF_030168535_1_00122	CDS	1113	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
Dickeya_dadantii_XJ12_GCF_030168535_1_00123	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
Dickeya_dadantii_XJ12_GCF_030168535_1_00124	CDS	438	slyA_1		COG1846	Transcriptional regulator SlyA
Dickeya_dadantii_XJ12_GCF_030168535_1_00125	CDS	258				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00126	CDS	462	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
Dickeya_dadantii_XJ12_GCF_030168535_1_00127	CDS	678	rnt	3.1.13.-	COG0847	Ribonuclease T
Dickeya_dadantii_XJ12_GCF_030168535_1_00128	CDS	351	grxD		COG0278	Glutaredoxin 4
Dickeya_dadantii_XJ12_GCF_030168535_1_00129	CDS	987				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00130	CDS	90				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00131	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
Dickeya_dadantii_XJ12_GCF_030168535_1_00132	CDS	1161	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
Dickeya_dadantii_XJ12_GCF_030168535_1_00133	CDS	648	ribC	2.5.1.9	COG0307	Riboflavin synthase
Dickeya_dadantii_XJ12_GCF_030168535_1_00134	CDS	1374	mdtK_1		COG0534	Multidrug resistance protein MdtK
Dickeya_dadantii_XJ12_GCF_030168535_1_00135	tRNA	77				tRNA-Val(gac)
Dickeya_dadantii_XJ12_GCF_030168535_1_00136	CDS	384				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00137	CDS	759				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00138	CDS	633	pnl_1	4.2.2.10		Pectin lyase
Dickeya_dadantii_XJ12_GCF_030168535_1_00139	CDS	258				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00140	CDS	462				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00141	CDS	1194				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00142	CDS	912				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00143	CDS	546				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00144	CDS	369				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00145	CDS	417	pulG_1			Type II secretion system protein G
Dickeya_dadantii_XJ12_GCF_030168535_1_00146	CDS	1212	epsF_1		COG1459	Type II secretion system protein F
Dickeya_dadantii_XJ12_GCF_030168535_1_00147	CDS	1479	epsE_1		COG2804	Type II secretion system protein E
Dickeya_dadantii_XJ12_GCF_030168535_1_00148	CDS	2091	pulD			Secretin PulD
Dickeya_dadantii_XJ12_GCF_030168535_1_00149	CDS	489				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00150	tRNA	77				tRNA-Val(gac)
Dickeya_dadantii_XJ12_GCF_030168535_1_00151	CDS	1185	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
Dickeya_dadantii_XJ12_GCF_030168535_1_00152	CDS	1617	bglH_1		COG4580	Cryptic outer membrane porin BglH
Dickeya_dadantii_XJ12_GCF_030168535_1_00153	CDS	1398	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
Dickeya_dadantii_XJ12_GCF_030168535_1_00154	CDS	2082	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
Dickeya_dadantii_XJ12_GCF_030168535_1_00155	CDS	852	licT_1		COG3711	Transcription antiterminator LicT
Dickeya_dadantii_XJ12_GCF_030168535_1_00156	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
Dickeya_dadantii_XJ12_GCF_030168535_1_00157	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
Dickeya_dadantii_XJ12_GCF_030168535_1_00158	CDS	999	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
Dickeya_dadantii_XJ12_GCF_030168535_1_00159	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
Dickeya_dadantii_XJ12_GCF_030168535_1_00160	CDS	1239	sufS	2.8.1.7	COG0520	Cysteine desulfurase
Dickeya_dadantii_XJ12_GCF_030168535_1_00161	CDS	1293	sufD		COG0719	FeS cluster assembly protein SufD
Dickeya_dadantii_XJ12_GCF_030168535_1_00162	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
Dickeya_dadantii_XJ12_GCF_030168535_1_00163	CDS	1500	sufB		COG0719	FeS cluster assembly protein SufB
Dickeya_dadantii_XJ12_GCF_030168535_1_00164	CDS	372	sufA		COG0316	Protein SufA
Dickeya_dadantii_XJ12_GCF_030168535_1_00165	CDS	402				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00166	CDS	423	menI_1	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
Dickeya_dadantii_XJ12_GCF_030168535_1_00167	CDS	3060			COG0247	putative protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00168	CDS	1101	ydiK		COG0628	Putative transport protein YdiK
Dickeya_dadantii_XJ12_GCF_030168535_1_00169	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
Dickeya_dadantii_XJ12_GCF_030168535_1_00170	CDS	822	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00171	CDS	1053	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
Dickeya_dadantii_XJ12_GCF_030168535_1_00172	CDS	168	rmf		COG3130	Ribosome modulation factor
Dickeya_dadantii_XJ12_GCF_030168535_1_00173	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
Dickeya_dadantii_XJ12_GCF_030168535_1_00174	CDS	1647	pqiB_1		COG3008	Intermembrane transport protein PqiB
Dickeya_dadantii_XJ12_GCF_030168535_1_00175	CDS	1269	pqiA_1		COG2995	Intermembrane transport protein PqiA
Dickeya_dadantii_XJ12_GCF_030168535_1_00176	CDS	1935	uup		COG0488	ABC transporter ATP-binding protein uup
Dickeya_dadantii_XJ12_GCF_030168535_1_00177	CDS	2124	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
Dickeya_dadantii_XJ12_GCF_030168535_1_00178	CDS	1104	ycbX		COG0633	putative protein YcbX
Dickeya_dadantii_XJ12_GCF_030168535_1_00179	CDS	555	zapC			Cell division protein ZapC
Dickeya_dadantii_XJ12_GCF_030168535_1_00180	CDS	1008	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
Dickeya_dadantii_XJ12_GCF_030168535_1_00181	CDS	555	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
Dickeya_dadantii_XJ12_GCF_030168535_1_00182	CDS	960	ssuA_1			Putative aliphatic sulfonates-binding protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00183	CDS	1149	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
Dickeya_dadantii_XJ12_GCF_030168535_1_00184	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
Dickeya_dadantii_XJ12_GCF_030168535_1_00185	CDS	792	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
Dickeya_dadantii_XJ12_GCF_030168535_1_00186	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
Dickeya_dadantii_XJ12_GCF_030168535_1_00187	CDS	1206	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
Dickeya_dadantii_XJ12_GCF_030168535_1_00188	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
Dickeya_dadantii_XJ12_GCF_030168535_1_00189	CDS	1092	ompF_1		COG3203	Outer membrane porin F
Dickeya_dadantii_XJ12_GCF_030168535_1_00190	CDS	111				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00191	CDS	1092	ompF_2			Outer membrane porin F
Dickeya_dadantii_XJ12_GCF_030168535_1_00192	CDS	1083	ompF_3		COG3203	Outer membrane porin F
Dickeya_dadantii_XJ12_GCF_030168535_1_00193	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
Dickeya_dadantii_XJ12_GCF_030168535_1_00194	CDS	639	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
Dickeya_dadantii_XJ12_GCF_030168535_1_00195	CDS	549				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00196	CDS	1689	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
Dickeya_dadantii_XJ12_GCF_030168535_1_00197	CDS	1452	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
Dickeya_dadantii_XJ12_GCF_030168535_1_00198	CDS	735	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
Dickeya_dadantii_XJ12_GCF_030168535_1_00199	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
Dickeya_dadantii_XJ12_GCF_030168535_1_00200	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
Dickeya_dadantii_XJ12_GCF_030168535_1_00201	CDS	117				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00202	CDS	771	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
Dickeya_dadantii_XJ12_GCF_030168535_1_00203	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
Dickeya_dadantii_XJ12_GCF_030168535_1_00204	CDS	402	btuC_1		COG4139	Vitamin B12 import system permease protein BtuC
Dickeya_dadantii_XJ12_GCF_030168535_1_00205	CDS	600	btuC_2		COG4139	Vitamin B12 import system permease protein BtuC
Dickeya_dadantii_XJ12_GCF_030168535_1_00206	CDS	834	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
Dickeya_dadantii_XJ12_GCF_030168535_1_00207	CDS	936	nagK_1	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
Dickeya_dadantii_XJ12_GCF_030168535_1_00208	CDS	1248	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
Dickeya_dadantii_XJ12_GCF_030168535_1_00209	CDS	708	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
Dickeya_dadantii_XJ12_GCF_030168535_1_00210	CDS	861	lolC_1		COG4591	Lipoprotein-releasing system transmembrane protein LolC
Dickeya_dadantii_XJ12_GCF_030168535_1_00211	CDS	342	lolC_2		COG4591	Lipoprotein-releasing system transmembrane protein LolC
Dickeya_dadantii_XJ12_GCF_030168535_1_00212	CDS	3453	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
Dickeya_dadantii_XJ12_GCF_030168535_1_00213	CDS	1506	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
Dickeya_dadantii_XJ12_GCF_030168535_1_00214	CDS	1350	dnaK_1			Chaperone protein DnaK
Dickeya_dadantii_XJ12_GCF_030168535_1_00215	CDS	816	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
Dickeya_dadantii_XJ12_GCF_030168535_1_00216	CDS	2376				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00217	CDS	1299	exuT_1			Hexuronate transporter
Dickeya_dadantii_XJ12_GCF_030168535_1_00218	CDS	1074	cytR_1		COG1609	HTH-type transcriptional repressor CytR
Dickeya_dadantii_XJ12_GCF_030168535_1_00219	CDS	540				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00220	CDS	1308	ndh	1.6.99.3	COG1252	NADH dehydrogenase
Dickeya_dadantii_XJ12_GCF_030168535_1_00221	CDS	543				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00222	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
Dickeya_dadantii_XJ12_GCF_030168535_1_00223	CDS	864	thiK	2.7.1.89	COG0510	Thiamine kinase
Dickeya_dadantii_XJ12_GCF_030168535_1_00224	CDS	591	lpoB		COG3417	Penicillin-binding protein activator LpoB
Dickeya_dadantii_XJ12_GCF_030168535_1_00225	CDS	384				hypothetical protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00226	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
Dickeya_dadantii_XJ12_GCF_030168535_1_00227	CDS	1062	hcxB_1	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
Dickeya_dadantii_XJ12_GCF_030168535_1_00228	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
Dickeya_dadantii_XJ12_GCF_030168535_1_00229	CDS	795	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
Dickeya_dadantii_XJ12_GCF_030168535_1_00230	CDS	1011	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
Dickeya_dadantii_XJ12_GCF_030168535_1_00231	CDS	654	tmk	2.7.4.9	COG0125	Thymidylate kinase
Dickeya_dadantii_XJ12_GCF_030168535_1_00232	CDS	1032	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
Dickeya_dadantii_XJ12_GCF_030168535_1_00233	CDS	804	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
Dickeya_dadantii_XJ12_GCF_030168535_1_00234	CDS	1239	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
Dickeya_dadantii_XJ12_GCF_030168535_1_00235	CDS	237	acpP			Acyl carrier protein
Dickeya_dadantii_XJ12_GCF_030168535_1_00236	CDS	786	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Dickeya_dadantii_XJ12_GCF_030168535_1_00237	CDS	843	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
Dickeya_dadantii_XJ12_GCF_030168535_1_00238	CDS	951	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
