locus_tag	ftype	length_bp	gene	EC_number	COG	product
Moranella_endobia_GCF_000364725_1_00040	CDS	1566	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
Moranella_endobia_GCF_000364725_1_00041	tRNA	85				tRNA-Leu(caa)
Moranella_endobia_GCF_000364725_1_00042	CDS	867				hypothetical protein
Moranella_endobia_GCF_000364725_1_00043	CDS	984	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
Moranella_endobia_GCF_000364725_1_00044	CDS	270	ftsL		COG3116	Cell division protein FtsL
Moranella_endobia_GCF_000364725_1_00045	CDS	1776	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
Moranella_endobia_GCF_000364725_1_00046	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
Moranella_endobia_GCF_000364725_1_00047	CDS	1140	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
Moranella_endobia_GCF_000364725_1_00048	CDS	1065	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Moranella_endobia_GCF_000364725_1_00049	CDS	1254	ftsA		COG0849	Cell division protein FtsA
Moranella_endobia_GCF_000364725_1_00050	CDS	1170	ftsZ		COG0206	Cell division protein FtsZ
Moranella_endobia_GCF_000364725_1_00051	CDS	906	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
Moranella_endobia_GCF_000364725_1_00052	CDS	471				hypothetical protein
Moranella_endobia_GCF_000364725_1_00053	CDS	2562	secA		COG0653	Protein translocase subunit SecA
Moranella_endobia_GCF_000364725_1_00054	CDS	3558	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
Moranella_endobia_GCF_000364725_1_00055	CDS	1212	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
Moranella_endobia_GCF_000364725_1_00056	CDS	1077	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
Moranella_endobia_GCF_000364725_1_00057	CDS	429	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
Moranella_endobia_GCF_000364725_1_00058	tRNA	76				tRNA-Met(cat)
Moranella_endobia_GCF_000364725_1_00059	CDS	1836	rpoD		COG0568	RNA polymerase sigma factor RpoD
Moranella_endobia_GCF_000364725_1_00060	CDS	1749	dnaG	2.7.7.-	COG0358	DNA primase
Moranella_endobia_GCF_000364725_1_00061	CDS	243	rpsU		COG0828	30S ribosomal protein S21
Moranella_endobia_GCF_000364725_1_00062	CDS	1023	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
Moranella_endobia_GCF_000364725_1_00063	CDS	567	efp		COG0231	Elongation factor P
Moranella_endobia_GCF_000364725_1_00064	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
Moranella_endobia_GCF_000364725_1_00065	CDS	429	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Moranella_endobia_GCF_000364725_1_00066	CDS	1383	accC	6.3.4.14	COG0439	Biotin carboxylase
Moranella_endobia_GCF_000364725_1_00067	CDS	2394	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
Moranella_endobia_GCF_000364725_1_00068	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
Moranella_endobia_GCF_000364725_1_00069	CDS	360	rplT		COG0292	50S ribosomal protein L20
Moranella_endobia_GCF_000364725_1_00070	CDS	198	rpmI		COG0291	50S ribosomal protein L35
Moranella_endobia_GCF_000364725_1_00071	CDS	426	infC		COG0290	Translation initiation factor IF-3
Moranella_endobia_GCF_000364725_1_00072	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
Moranella_endobia_GCF_000364725_1_00073	CDS	810	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
Moranella_endobia_GCF_000364725_1_00074	tRNA	77				tRNA-Pro(cgg)
Moranella_endobia_GCF_000364725_1_00075	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
Moranella_endobia_GCF_000364725_1_00076	CDS	339				hypothetical protein
Moranella_endobia_GCF_000364725_1_00077	CDS	858	rpoH		COG0568	RNA polymerase sigma factor RpoH
Moranella_endobia_GCF_000364725_1_00078	CDS	1119	ftsY		COG0552	Signal recognition particle receptor FtsY
Moranella_endobia_GCF_000364725_1_00079	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
Moranella_endobia_GCF_000364725_1_00080	CDS	597	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
Moranella_endobia_GCF_000364725_1_00081	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
Moranella_endobia_GCF_000364725_1_00082	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
Moranella_endobia_GCF_000364725_1_00083	CDS	843	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
Moranella_endobia_GCF_000364725_1_00084	CDS	786	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
Moranella_endobia_GCF_000364725_1_00085	CDS	1200	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
Moranella_endobia_GCF_000364725_1_00086	tRNA	74				tRNA-Glu(ttc)
Moranella_endobia_GCF_000364725_1_00087	rRNA	2914				23S ribosomal RNA
Moranella_endobia_GCF_000364725_1_00088	rRNA	111				5S ribosomal RNA
Moranella_endobia_GCF_000364725_1_00089	tRNA	77				tRNA-Asp(gtc)
Moranella_endobia_GCF_000364725_1_00090	CDS	381	acpS_1	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
Moranella_endobia_GCF_000364725_1_00091	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
Moranella_endobia_GCF_000364725_1_00092	CDS	2574	clpB		COG0542	Chaperone protein ClpB
Moranella_endobia_GCF_000364725_1_00093	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
Moranella_endobia_GCF_000364725_1_00094	CDS	1359	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
Moranella_endobia_GCF_000364725_1_00095	CDS	906	rdgC		COG2974	Recombination-associated protein RdgC
Moranella_endobia_GCF_000364725_1_00096	CDS	432	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
Moranella_endobia_GCF_000364725_1_00097	CDS	996	ygfZ		COG0354	tRNA-modifying protein YgfZ
Moranella_endobia_GCF_000364725_1_00098	CDS	843	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
Moranella_endobia_GCF_000364725_1_00099	CDS	522	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
Moranella_endobia_GCF_000364725_1_00100	CDS	276	fis		COG2901	DNA-binding protein Fis
Moranella_endobia_GCF_000364725_1_00101	CDS	1911	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
Moranella_endobia_GCF_000364725_1_00102	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
Moranella_endobia_GCF_000364725_1_00103	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
Moranella_endobia_GCF_000364725_1_00104	CDS	432	sspB		COG2969	Stringent starvation protein B
Moranella_endobia_GCF_000364725_1_00105	CDS	807	cysE	2.3.1.30	COG1045	Serine acetyltransferase
Moranella_endobia_GCF_000364725_1_00106	CDS	690	cpxA	2.7.13.3		Sensor histidine kinase CpxA
Moranella_endobia_GCF_000364725_1_00107	CDS	246				hypothetical protein
Moranella_endobia_GCF_000364725_1_00108	CDS	708	cpxR		COG0745	Transcriptional regulatory protein CpxR
Moranella_endobia_GCF_000364725_1_00109	CDS	795	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
Moranella_endobia_GCF_000364725_1_00110	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
Moranella_endobia_GCF_000364725_1_00111	CDS	1995	tktA	2.2.1.1	COG0021	Transketolase 1
Moranella_endobia_GCF_000364725_1_00112	CDS	570				hypothetical protein
Moranella_endobia_GCF_000364725_1_00113	CDS	465	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
Moranella_endobia_GCF_000364725_1_00114	tRNA	85				tRNA-Leu(tag)
Moranella_endobia_GCF_000364725_1_00115	tRNA	75				tRNA-Gln(ttg)
Moranella_endobia_GCF_000364725_1_00116	tRNA	77				tRNA-Met(cat)
Moranella_endobia_GCF_000364725_1_00117	tRNA	74				tRNA-Gln(ctg)
Moranella_endobia_GCF_000364725_1_00118	CDS	1725	proS	6.1.1.15	COG0442	Proline--tRNA ligase
Moranella_endobia_GCF_000364725_1_00119	CDS	1398	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Moranella_endobia_GCF_000364725_1_00120	CDS	624	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
Moranella_endobia_GCF_000364725_1_00121	CDS	1542	murJ		COG0728	putative lipid II flippase MurJ
Moranella_endobia_GCF_000364725_1_00122	CDS	1731	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
Moranella_endobia_GCF_000364725_1_00123	CDS	2595	topA	5.6.2.1	COG0550	DNA topoisomerase 1
Moranella_endobia_GCF_000364725_1_00124	CDS	1011				hypothetical protein
Moranella_endobia_GCF_000364725_1_00125	CDS	531	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
Moranella_endobia_GCF_000364725_1_00126	CDS	312	rplU		COG0261	50S ribosomal protein L21
Moranella_endobia_GCF_000364725_1_00127	CDS	258	rpmA		COG0211	50S ribosomal protein L27
Moranella_endobia_GCF_000364725_1_00128	CDS	1026	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
Moranella_endobia_GCF_000364725_1_00129	CDS	210				hypothetical protein
Moranella_endobia_GCF_000364725_1_00130	CDS	483	greA		COG0782	Transcription elongation factor GreA
Moranella_endobia_GCF_000364725_1_00131	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
Moranella_endobia_GCF_000364725_1_00132	CDS	1887	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
Moranella_endobia_GCF_000364725_1_00133	CDS	333	secG		COG1314	Protein-export membrane protein SecG
Moranella_endobia_GCF_000364725_1_00134	tRNA	87				tRNA-Leu(gag)
Moranella_endobia_GCF_000364725_1_00135	tRNA	77				tRNA-Met(cat)
Moranella_endobia_GCF_000364725_1_00136	CDS	1491	nusA		COG0195	Transcription termination/antitermination protein NusA
Moranella_endobia_GCF_000364725_1_00137	CDS	2706	infB		COG0532	Translation initiation factor IF-2
Moranella_endobia_GCF_000364725_1_00138	CDS	417	rbfA		COG0858	30S ribosome-binding factor
Moranella_endobia_GCF_000364725_1_00139	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
Moranella_endobia_GCF_000364725_1_00140	CDS	270	rpsO		COG0184	30S ribosomal protein S15
Moranella_endobia_GCF_000364725_1_00141	CDS	2112	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
Moranella_endobia_GCF_000364725_1_00142	CDS	1788	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
Moranella_endobia_GCF_000364725_1_00143	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
Moranella_endobia_GCF_000364725_1_00144	CDS	1746	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
Moranella_endobia_GCF_000364725_1_00145	CDS	429	rplM		COG0102	50S ribosomal protein L13
Moranella_endobia_GCF_000364725_1_00146	CDS	393	rpsI		COG0103	30S ribosomal protein S9
Moranella_endobia_GCF_000364725_1_00147	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
Moranella_endobia_GCF_000364725_1_00148	CDS	375	rplS		COG0335	50S ribosomal protein L19
Moranella_endobia_GCF_000364725_1_00149	CDS	765	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
Moranella_endobia_GCF_000364725_1_00150	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
Moranella_endobia_GCF_000364725_1_00151	CDS	255	rpsP		COG0228	30S ribosomal protein S16
Moranella_endobia_GCF_000364725_1_00152	CDS	1335	ffh		COG0541	Signal recognition particle protein
Moranella_endobia_GCF_000364725_1_00153	CDS	1116	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
Moranella_endobia_GCF_000364725_1_00154	CDS	729	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
Moranella_endobia_GCF_000364725_1_00155	CDS	120				hypothetical protein
Moranella_endobia_GCF_000364725_1_00156	CDS	624	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
Moranella_endobia_GCF_000364725_1_00157	CDS	1212	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
Moranella_endobia_GCF_000364725_1_00158	CDS	846	map	3.4.11.18	COG0024	Methionine aminopeptidase
Moranella_endobia_GCF_000364725_1_00159	CDS	714	rpsB		COG0052	30S ribosomal protein S2
Moranella_endobia_GCF_000364725_1_00160	CDS	807	tsf		COG0264	Elongation factor Ts
Moranella_endobia_GCF_000364725_1_00161	CDS	555	frr		COG0233	Ribosome-recycling factor
Moranella_endobia_GCF_000364725_1_00162	CDS	753	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
Moranella_endobia_GCF_000364725_1_00163	CDS	2421	bamA		COG4775	Outer membrane protein assembly factor BamA
Moranella_endobia_GCF_000364725_1_00164	CDS	501	skp		COG2825	Chaperone protein Skp
Moranella_endobia_GCF_000364725_1_00165	CDS	1056	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
Moranella_endobia_GCF_000364725_1_00166	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
Moranella_endobia_GCF_000364725_1_00167	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
Moranella_endobia_GCF_000364725_1_00168	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
Moranella_endobia_GCF_000364725_1_00169	CDS	954	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
Moranella_endobia_GCF_000364725_1_00170	tRNA	76				tRNA-Ala(ggc)
Moranella_endobia_GCF_000364725_1_00171	CDS	1314	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
Moranella_endobia_GCF_000364725_1_00172	tRNA	73				tRNA-Val(tac)
Moranella_endobia_GCF_000364725_1_00173	tRNA	76				tRNA-Lys(ttt)
Moranella_endobia_GCF_000364725_1_00174	CDS	924	htpX	3.4.24.-	COG0501	Protease HtpX
Moranella_endobia_GCF_000364725_1_00175	CDS	585	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
Moranella_endobia_GCF_000364725_1_00176	CDS	1260	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
Moranella_endobia_GCF_000364725_1_00177	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
Moranella_endobia_GCF_000364725_1_00178	CDS	429	mscL		COG1970	Large-conductance mechanosensitive channel
Moranella_endobia_GCF_000364725_1_00179	CDS	957	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
Moranella_endobia_GCF_000364725_1_00180	CDS	495	def	3.5.1.88	COG0242	Peptide deformylase
Moranella_endobia_GCF_000364725_1_00181	CDS	1578	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
Moranella_endobia_GCF_000364725_1_00182	tRNA	75				tRNA-Arg(cct)
Moranella_endobia_GCF_000364725_1_00183	CDS	867	panC	6.3.2.1	COG0414	Pantothenate synthetase
Moranella_endobia_GCF_000364725_1_00184	CDS	807	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
Moranella_endobia_GCF_000364725_1_00185	CDS	1359	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
Moranella_endobia_GCF_000364725_1_00186	CDS	450	dksA		COG1734	RNA polymerase-binding transcription factor DksA
Moranella_endobia_GCF_000364725_1_00187	CDS	120				hypothetical protein
Moranella_endobia_GCF_000364725_1_00188	CDS	1740	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
Moranella_endobia_GCF_000364725_1_00189	CDS	870	prfB		COG1186	Peptide chain release factor RF2
Moranella_endobia_GCF_000364725_1_00190	CDS	1581	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
Moranella_endobia_GCF_000364725_1_00191	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
Moranella_endobia_GCF_000364725_1_00192	tRNA	88				tRNA-Ser(tga)
Moranella_endobia_GCF_000364725_1_00193	CDS	327	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
Moranella_endobia_GCF_000364725_1_00194	CDS	1077	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
Moranella_endobia_GCF_000364725_1_00195	CDS	2178	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
Moranella_endobia_GCF_000364725_1_00196	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
Moranella_endobia_GCF_000364725_1_00197	CDS	723				hypothetical protein
Moranella_endobia_GCF_000364725_1_00198	CDS	1821	typA		COG1217	GTP-binding protein TypA/BipA
Moranella_endobia_GCF_000364725_1_00199	CDS	162				hypothetical protein
Moranella_endobia_GCF_000364725_1_00200	CDS	456	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
Moranella_endobia_GCF_000364725_1_00201	CDS	795	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
Moranella_endobia_GCF_000364725_1_00202	CDS	1032	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
Moranella_endobia_GCF_000364725_1_00203	CDS	555				hypothetical protein
Moranella_endobia_GCF_000364725_1_00204	CDS	1008	hemW		COG0635	Heme chaperone HemW
Moranella_endobia_GCF_000364725_1_00205	CDS	138				hypothetical protein
Moranella_endobia_GCF_000364725_1_00206	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
Moranella_endobia_GCF_000364725_1_00207	CDS	1134	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
Moranella_endobia_GCF_000364725_1_00208	CDS	408	sufA		COG0316	Protein SufA
Moranella_endobia_GCF_000364725_1_00209	CDS	1503	sufB		COG0719	FeS cluster assembly protein SufB
Moranella_endobia_GCF_000364725_1_00210	CDS	741	sufC		COG0396	putative ATP-dependent transporter SufC
Moranella_endobia_GCF_000364725_1_00211	CDS	1314	sufD		COG0719	FeS cluster assembly protein SufD
Moranella_endobia_GCF_000364725_1_00212	CDS	1224	sufS	2.8.1.7	COG0520	Cysteine desulfurase
Moranella_endobia_GCF_000364725_1_00213	CDS	414	sufE		COG2166	Cysteine desulfuration protein SufE
Moranella_endobia_GCF_000364725_1_00214	CDS	636	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
Moranella_endobia_GCF_000364725_1_00215	CDS	1008	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
Moranella_endobia_GCF_000364725_1_00216	CDS	1752	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
Moranella_endobia_GCF_000364725_1_00217	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
Moranella_endobia_GCF_000364725_1_00218	CDS	1764	lon_2	3.4.21.53		Lon protease
Moranella_endobia_GCF_000364725_1_00219	CDS	516	fldA		COG0716	Flavodoxin 1
Moranella_endobia_GCF_000364725_1_00220	CDS	3306	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
Moranella_endobia_GCF_000364725_1_00221	CDS	201	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
Moranella_endobia_GCF_000364725_1_00222	CDS	180				hypothetical protein
Moranella_endobia_GCF_000364725_1_00223	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
Moranella_endobia_GCF_000364725_1_00224	CDS	630	rplC		COG0087	50S ribosomal protein L3
Moranella_endobia_GCF_000364725_1_00225	CDS	606	rplD		COG0088	50S ribosomal protein L4
Moranella_endobia_GCF_000364725_1_00226	CDS	339	rplW		COG0089	50S ribosomal protein L23
Moranella_endobia_GCF_000364725_1_00227	CDS	822	rplB		COG0090	50S ribosomal protein L2
Moranella_endobia_GCF_000364725_1_00228	CDS	288	rpsS		COG0185	30S ribosomal protein S19
Moranella_endobia_GCF_000364725_1_00229	CDS	333	rplV		COG0091	50S ribosomal protein L22
Moranella_endobia_GCF_000364725_1_00230	CDS	699	rpsC		COG0092	30S ribosomal protein S3
Moranella_endobia_GCF_000364725_1_00231	CDS	411	rplP		COG0197	50S ribosomal protein L16
Moranella_endobia_GCF_000364725_1_00232	CDS	192	rpmC		COG0255	50S ribosomal protein L29
Moranella_endobia_GCF_000364725_1_00233	CDS	258	rpsQ		COG0186	30S ribosomal protein S17
Moranella_endobia_GCF_000364725_1_00234	CDS	372	rplN		COG0093	50S ribosomal protein L14
Moranella_endobia_GCF_000364725_1_00235	CDS	318	rplX		COG0198	50S ribosomal protein L24
Moranella_endobia_GCF_000364725_1_00236	CDS	537	rplE		COG0094	50S ribosomal protein L5
Moranella_endobia_GCF_000364725_1_00237	CDS	306	rpsN		COG0199	30S ribosomal protein S14
Moranella_endobia_GCF_000364725_1_00238	CDS	393	rpsH		COG0096	30S ribosomal protein S8
Moranella_endobia_GCF_000364725_1_00239	CDS	534	rplF		COG0097	50S ribosomal protein L6
Moranella_endobia_GCF_000364725_1_00240	CDS	351	rplR		COG0256	50S ribosomal protein L18
Moranella_endobia_GCF_000364725_1_00241	CDS	501	rpsE		COG0098	30S ribosomal protein S5
Moranella_endobia_GCF_000364725_1_00242	CDS	180	rpmD		COG1841	50S ribosomal protein L30
Moranella_endobia_GCF_000364725_1_00243	CDS	438	rplO		COG0200	50S ribosomal protein L15
Moranella_endobia_GCF_000364725_1_00244	CDS	1329	secY		COG0201	Protein translocase subunit SecY
Moranella_endobia_GCF_000364725_1_00245	CDS	366	rpsM		COG0099	30S ribosomal protein S13
Moranella_endobia_GCF_000364725_1_00246	CDS	390	rpsK		COG0100	30S ribosomal protein S11
Moranella_endobia_GCF_000364725_1_00247	CDS	621	rpsD		COG0522	30S ribosomal protein S4
Moranella_endobia_GCF_000364725_1_00248	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
Moranella_endobia_GCF_000364725_1_00249	CDS	384	rplQ		COG0203	50S ribosomal protein L17
Moranella_endobia_GCF_000364725_1_00250	CDS	1641	groL		COG0459	60 kDa chaperonin
